id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Unnamed: 23,Unnamed: 24,Ef,soap_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
27,80,0.28125,0.15625,0.5625,12.03092789,10.73687961,9.785905639,9.160306471,90.00143056,90.00039324,89.99923391,1.097177922,1.0682945670000001,1.172109213,1.949465521,1.922941684,1.939944687,,,0.2643,0.2736978,0.009397800000000012,0.009397800000000012,8.831864484000022e-05,0.03555732122587973,0.3092551212258797,0.2830956
28,30,0.25,0.333333333,0.41666666700000005,10.96022989,13.96807747,5.213835882,5.213394156000001,120.0009231,89.99661903,90.00347118,2.679040497,1.0000847290000001,2.679267489,2.0238559819999997,2.023869617,2.023877815,,,0.235,0.22847004,0.0065299599999999736,-0.0065299599999999736,4.264037760159965e-05,0.02778706382978712,0.2562571038297871,0.235
29,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,2.1016622380000003,2.09897178,,,0.1146,0.11360123,0.000998769999999996,-0.000998769999999996,9.975415128999922e-07,0.008715270506108168,0.12231650050610816,0.1146
30,30,0.333333333,0.166666667,0.5,11.0963793,14.019945499999999,5.236398118,5.2359857419999996,120.00121000000001,89.99525994,90.00458268,2.677402517,1.000078758,2.6776133840000003,2.032357845,2.032330461,2.032421734,,,0.2301,0.22279803,0.007301969999999991,-0.007301969999999991,5.3318765880899865e-05,0.031733898305084704,0.2545319283050847,0.2301
31,40,0.1875,0.0625,0.75,12.82525339,9.980773093,9.355035529,5.494350016,90.00034219,89.99777278,90.00109958,1.066887781,1.702664647,1.8165521059999998,2.0144605980000003,2.027686267,1.9710699180000002,,,0.2622,0.24774924,0.01445075999999998,-0.01445075999999998,0.0002088244645775994,0.05511350114416468,0.30286274114416467,0.2622
32,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557852999999,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,1.900470611,1.884623306,1.91983954,,,0.1363,0.14308098,0.006780979999999992,0.006780979999999992,4.598168976039989e-05,0.04975040352164337,0.19283138352164336,0.14986196
33,80,0.0,0.75,0.25,11.40987419,24.4204421,6.569428112000001,6.569302627000001,119.9908392,89.99482624,90.00394408,3.71728584,1.000019102,3.717356847,0.0,1.986998883,2.168237971,,,0.1027,0.11056633,0.007866330000000005,0.007866330000000005,6.187914766890008e-05,0.07659522882181115,0.18716155882181115,0.11843266000000001
34,80,0.40625,0.21875,0.375,11.4099298,24.400415300000002,6.26339407,6.178474797000001,89.99979795,104.8310905,90.00015551,3.895717725,1.013744375,3.94926193,1.8856650590000001,1.8967494130000002,1.919431285,,,0.1599,0.16076176,0.000861760000000017,0.000861760000000017,7.426302976000292e-07,0.00538936835522212,0.1661511283552221,0.16162352000000002
35,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154671974,2.154671974,2.162284804,,,0.039,0.040863699999999996,0.001863699999999996,0.001863699999999996,3.4733776899999846e-06,0.04778717948717938,0.08865087948717937,0.04272739999999999
36,80,0.0625,0.0,0.9375,13.70538083,11.25513759,10.1875789,9.562232566,90.00040514,90.00038499,89.99603213,1.104790225,1.065397524,1.177040771,1.996929982,0.0,2.029321698,,,0.2113,0.21704739,0.005747390000000019,0.005747390000000019,3.303249181210022e-05,0.027200141978230095,0.2442475319782301,0.22279478000000003
39,80,0.5,0.125,0.375,11.08951074,10.42663313,9.543332525,8.915757023,90.00292297,90.00067993,90.00072996,1.09255683,1.07038948,1.169461337,1.8901151369999998,1.879530634,1.885085356,,,0.2275,0.22288137,0.0046186300000000124,-0.0046186300000000124,2.1331743076900114e-05,0.020301670329670382,0.24318304032967036,0.2275
40,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.944214562,1.9385895709999998,0.0,,,0.1005,0.10679934,0.0062993400000000005,0.0062993400000000005,3.968168443560001e-05,0.06268,0.16947934,0.11309868000000001
41,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.90434546,1.90433208,0.0,,,0.0685,0.06314887,0.0053511300000000095,-0.0053511300000000095,2.8634592276900102e-05,0.07811868613138699,0.14126755613138697,0.0685
42,80,0.75,0.125,0.125,9.968067841,10.03246407,9.235830652999999,8.606318207000001,90.00434539,90.00114756,90.00203863,1.0862546579999999,1.073145384,1.1657091720000001,1.815667854,1.830628015,1.832145004,,,0.1549,0.15812734,0.003227339999999995,0.003227339999999995,1.041572347559997e-05,0.020834990316333086,0.1789623303163331,0.16135468
44,80,0.3125,0.0,0.6875,12.06359253,9.882377267999999,9.882301318,9.882051795,89.99931402,90.00076379,90.00123190000001,1.000007685,1.00002525,1.000032936,2.094107948,0.0,2.088089552,,,0.2332,0.21139766,0.021802340000000003,-0.021802340000000003,0.00047534202947560015,0.09349202401372214,0.30488968401372213,0.2332
45,40,0.0625,0.625,0.3125,11.95589085,14.67157584,6.13564973,6.134320616,119.998232,90.00571443,90.00094165,2.391201663,1.000216668,2.391719761,2.109646147,2.0083685190000002,2.109485893,,,0.311,0.32997947,0.01897947,0.01897947,0.0003602202814808999,0.0610272347266881,0.3910067047266881,0.34895894
46,20,0.875,0.125,0.0,9.825783202,12.00619851,5.6980586220000005,2.9601017999999995,89.99910604,90.00028135,103.97136490000001,2.107068268,1.924953602,4.056008651,1.851334375,1.794424201,0.0,,,0.0244,0.03696708,0.012567079999999998,0.012567079999999998,0.00015793149972639995,0.5150442622950818,0.5520113422950819,0.049534159999999994
47,80,0.46875,0.15625,0.375,11.32277188,24.33546073,6.24561864,6.16575415,89.99972578,104.85260749999999,90.00016571,3.896405165,1.012952915,3.946874971,1.882398519,1.889869266,1.9141491959999999,,,0.1631,0.16672529,0.0036252900000000032,0.0036252900000000032,1.3142727584100023e-05,0.022227406499080338,0.18895269649908034,0.17035058
48,30,0.41666666700000005,0.0,0.583333333,11.23365277,14.07181433,5.258961237,5.258578113,120.0014963,89.99389355,90.00569809,2.675778295,1.000072857,2.675973244,2.040901313,0.0,2.040881621,,,0.2149,0.23415523,0.019255229999999984,0.019255229999999984,0.0003707638823528994,0.08960088413215442,0.32375611413215444,0.25341046
49,80,0.84375,0.15625,0.0,9.508944386,23.46444718,6.118761804,6.118437912,120.0051475,90.01291117,89.99939554,3.8348358589999996,1.000052937,3.835038864,1.875364726,2.03441673,0.0,,,0.18100000000000002,0.18476668,0.0037666799999999667,0.0037666799999999667,1.4187878222399749e-05,0.020810386740331307,0.2055770667403313,0.18853335999999996
50,80,0.0,0.4375,0.5625,12.13748527,9.902419881,9.902400267,9.90231848,90.00238208,90.00271928,89.99642094,1.000001981,1.0000082590000001,1.00001024,0.0,2.0951873069999998,2.093432499,,,0.12300000000000001,0.120023,0.0029770000000000074,-0.0029770000000000074,8.862529000000044e-06,0.024203252032520384,0.14422625203252037,0.12300000000000001
51,80,0.40625,0.34375,0.25,11.07966485,24.433413199999997,6.19343584,6.050113632,89.99976003,104.5021459,90.00017102,3.945049861,1.023689176,4.038504842,1.8940067930000002,1.886734982,1.915432665,,,0.1557,0.16079158,0.0050915799999999845,0.0050915799999999845,2.592418689639984e-05,0.03270122029543985,0.19349280029543983,0.16588315999999997
52,80,0.0,0.75,0.25,11.40975899,10.52175985,9.62814765,9.010218682,89.99744125,90.00081735,90.00046748,1.092812474,1.068580907,1.167758544,0.0,1.916175624,1.87020701,,,0.0844,0.07760875,0.006791249999999999,-0.006791249999999999,4.612107656249998e-05,0.08046504739336491,0.1580737973933649,0.0844
53,80,0.40625,0.0,0.59375,11.62066044,9.759898633999999,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.0000009159999999,1.00003299,1.0000339059999999,2.059357953,0.0,2.067292974,,,0.2436,0.25952337,0.015923369999999964,0.015923369999999964,0.0002535537121568989,0.06536687192118212,0.3248902419211821,0.2754467399999999
54,80,0.65625,0.3125,0.03125,9.831409034,23.64536656,6.197652024,6.197436194,120.0022693,90.01738109,89.99986775,3.815213644,1.000034826,3.8153465110000004,1.929837641,1.923524821,1.788826689,,,0.2856,0.28294978,0.0026502200000000364,-0.0026502200000000364,7.023666048400193e-06,0.009279481792717214,0.2922292617927172,0.2856
55,40,0.625,0.375,0.0,10.034957400000001,14.07817644,9.942526368,5.721524782,30.13322962,93.23819659,92.81262779999999,1.415955655,1.73774068,2.460563744,1.898526335,1.893705505,0.0,,,0.1369,0.16580769,0.028907690000000014,0.028907690000000014,0.0008356545411361008,0.2111591672753836,0.3769668572753836,0.19471538000000002
58,80,0.625,0.3125,0.0625,9.962104387,23.70900194,6.230303441,6.230083476,120.00128889999999,90.01697071,90.00137685,3.80543294,1.000035307,3.805567298,1.90599412,1.959932431,2.067637325,,,0.201,0.21402469,0.013024689999999978,0.013024689999999978,0.0001696425495960994,0.06479945273631829,0.2788241427363183,0.22704937999999997
59,40,0.0625,0.1875,0.75,13.02410906,10.02849481,9.404865667000001,5.523567492000001,90.00014028,89.99739432,89.99984777,1.0663092029999999,1.7026795959999999,1.815582923,2.037899136,1.982668446,1.9918830280000002,,,0.1755,0.17253817,0.0029618299999999986,-0.0029618299999999986,8.772436948899992e-06,0.01687652421652421,0.1894146942165242,0.1755
60,40,0.6875,0.3125,0.0,9.936978706,14.018381900000001,9.907997081,5.706419743,30.14104408,92.87968257,92.55174189,1.414855271,1.73628957,2.456598451,1.928169129,1.824882005,0.0,,,0.0822,0.10834354,0.026143540000000007,0.026143540000000007,0.0006834846837316004,0.3180479318734794,0.4263914718734794,0.13448708
61,40,0.0,0.125,0.875,13.95290994,15.93976235,11.08284985,6.367307372000001,30.35649238,100.95077629999999,99.40236816,1.438236786,1.740586594,2.503375669,0.0,1.991870566,2.006365128,,,0.3208,0.24126996,0.07953003999999997,-0.07953003999999997,0.006325027262401595,0.24791159600997498,0.489181556009975,0.3208
62,80,0.34375,0.25,0.40625,11.58114584,24.457125,6.29865907,6.223311828,89.99987879999999,104.8898967,90.00014164,3.882909795,1.012107258,3.929921186,1.9140328269999998,1.8941456159999999,1.9089935340000002,,,0.2259,0.20893068,0.016969319999999982,-0.016969319999999982,0.0002879578212623994,0.07511872509960152,0.2840494050996015,0.2259
63,80,0.53125,0.25,0.21875,10.54929704,23.98032486,6.374823237,6.374538676,119.99744869999999,90.01499572,90.00670112,3.7617238889999998,1.00004464,3.761891813,1.951068293,2.008560809,1.994193256,,,0.3131,0.28819672,0.024903279999999972,-0.024903279999999972,0.0006201733547583986,0.07953778345576484,0.36773450345576486,0.3131
64,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.9325386000000002,1.809718365,0.0,,,0.276,0.25417468,0.021825320000000037,-0.021825320000000037,0.00047634459310240163,0.07907724637681172,0.3332519263768117,0.276
65,80,0.375,0.125,0.5,11.64554993,24.45968281,6.631781944,6.631361565,119.99180659999999,90.01524427,90.00715817,3.688251969,1.000063393,3.6884857760000003,2.049443702,2.117165925,2.032513146,,,0.4202,0.40952086,0.010679140000000031,-0.010679140000000031,0.00011404403113960067,0.025414421703950574,0.43493528170395057,0.4202
66,30,0.166666667,0.833333333,0.0,9.844917741,13.54246624,5.018493608,5.018022412,120.00018119999999,89.99798153,90.00341564,2.698512203,1.0000939009999998,2.698765595,1.942448309,1.942424106,0.0,,,0.0727,0.0722563,0.0004437000000000052,-0.0004437000000000052,1.968696900000046e-07,0.006103163686382465,0.07835946368638246,0.0727
67,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.9356239119999998,1.935623909,0.0,,,0.0762,0.08198928,0.005789279999999994,0.005789279999999994,3.351576291839993e-05,0.07597480314960621,0.1579640831496062,0.08777855999999999
68,80,0.40625,0.3125,0.28125,10.65846032,9.482809774,9.482540964,9.482496589,90.00283605,89.99716987,90.00311253,1.000028348,1.00000468,1.000033028,2.006955252,2.0041053069999997,2.004693991,,,0.221,0.21427829,0.006721709999999992,-0.006721709999999992,4.518138532409989e-05,0.030414977375565574,0.24469326737556557,0.221
70,80,0.375,0.4375,0.1875,10.66927167,24.05764929,6.400570459,6.400380196,119.99617669999999,90.01315873,90.00396029,3.758672675,1.000029727,3.7587844089999995,1.982746498,1.98270334,1.9826860769999999,,,0.2745,0.29072040000000005,0.016220400000000024,0.016220400000000024,0.0002631013761600008,0.05909071038251374,0.3498111103825138,0.30694080000000007
71,80,0.25,0.75,0.0,10.26645343,10.12759801,9.320626143,8.700793988,89.99894707,90.00196839,90.00206017,1.086579148,1.071238574,1.163985496,1.8138769419999998,1.84520765,0.0,,,0.066,0.06867383,0.002673830000000002,0.002673830000000002,7.149366868900011e-06,0.04051257575757579,0.1091864057575758,0.07134766000000001
72,80,0.40625,0.59375,0.0,9.839302929,9.233465017,9.233144691,9.232939157999999,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,1.9501757569999998,1.954348402,0.0,,,0.1092,0.10874303,0.000456970000000001,-0.000456970000000001,2.088215809000009e-07,0.004184706959706968,0.11292773695970697,0.1092
73,40,0.125,0.875,0.0,10.43802081,9.368339104,8.750637679,5.093025443999999,90.00203469,90.00194192,89.99767454,1.070589304,1.718160998,1.839444787,1.835142482,1.849450958,0.0,,,0.0546,0.06105639,0.006456389999999999,0.006456389999999999,4.168497183209999e-05,0.11824890109890109,0.1793052910989011,0.06751278
74,60,0.0,0.875,0.125,10.43462564,13.76576029,10.24911186,5.124025437,119.9999992,90.00067789,90.00027984,1.343117382,2.000207061,2.686512871,0.0,1.993236164,1.9932278959999998,,,0.1165,0.11025209999999999,0.0062479000000000146,-0.0062479000000000146,3.9036254410000184e-05,0.05363004291845506,0.16388214291845504,0.1165
75,80,0.40625,0.09375,0.5,11.63401868,10.60911544,9.685164562999999,9.058026042,90.00244968,90.00052776,89.99989207,1.095398573,1.069235672,1.171239229,1.931887851,1.9116988080000001,1.9078827059999999,,,0.2637,0.2862628,0.022562799999999994,0.022562799999999994,0.0005090799438399997,0.08556238149412208,0.3718251814941221,0.3088256
77,40,0.3125,0.375,0.3125,11.55082243,14.76097726,10.34360943,5.9924496110000005,30.33727706,90.98737302,91.14681800000001,1.4270625119999998,1.726107035,2.4632626419999997,2.042325316,2.0176117909999998,2.005107246,,,0.3358,0.31856191,0.017238089999999984,-0.017238089999999984,0.0002971517468480994,0.05133439547349608,0.36989630547349606,0.3358
78,40,0.625,0.0,0.375,10.91090859,9.495620894,8.865926881,5.184100321,90.00072418,90.00095227,90.00412272,1.071024048,1.710215145,1.8316815469999999,1.891995074,0.0,1.85099653,,,0.1857,0.25408953,0.06838953,0.06838953,0.0046771278136209,0.36827964458804524,0.6223691745880453,0.32247906000000004
79,80,0.46875,0.34375,0.1875,10.54192263,10.23326933,9.396194637999999,8.770884719,90.00190713,90.00106874,90.00152378,1.089086564,1.071293825,1.16673171,1.8511959119999999,1.8640603059999998,1.844821684,,,0.1661,0.16811559,0.0020155900000000115,0.0020155900000000115,4.062603048100046e-06,0.012134798314268582,0.1802503883142686,0.17013118000000002
80,80,0.25,0.09375,0.65625,12.39966838,10.85548435,9.877373521,9.251440812,90.00142694,90.00036707,89.99856958,1.099025396,1.0676578620000001,1.173383105,1.958414036,1.966428759,1.959790254,,,0.28300000000000003,0.29460646,0.011606459999999985,0.011606459999999985,0.00013470991373159966,0.04101222614840984,0.33561868614840984,0.30621292
81,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.939692573,1.9437144919999998,0.0,,,0.1104,0.11607658,0.0056765800000000005,0.0056765800000000005,3.2223560496400004e-05,0.05141829710144928,0.16749487710144928,0.12175316
83,80,0.15625,0.09375,0.75,12.87477556,11.00330845,9.992703359,9.36749288,90.00078818,90.00029216,89.99767898,1.101134303,1.066742563,1.174626828,1.9714203319999999,2.009135778,1.985233344,,,0.255,0.24532203,0.009677970000000008,-0.009677970000000008,9.366310332090015e-05,0.037952823529411796,0.2832748535294118,0.255
85,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.938195343,1.9454113530000001,0.0,,,0.1136,0.11592902,0.002329019999999987,0.002329019999999987,5.42433416039994e-06,0.020501936619718195,0.13643095661971819,0.11825803999999998
86,80,0.75,0.0625,0.1875,10.15607608,10.10178823,9.288849998,8.658760447,90.00459636,90.00099387,90.0018461,1.08751764,1.072769024,1.166655238,1.8260260330000002,1.860021845,1.8427221219999999,,,0.1836,0.19076183,0.00716182999999998,0.00716182999999998,5.1291808948899716e-05,0.039007788671023856,0.22976961867102386,0.19792365999999997
88,40,0.3125,0.6875,0.0,10.18138123,9.296770363,8.675872899,5.049186435,90.00193072,90.00211323,89.99957546,1.071565994,1.71827145,1.841241254,1.866202252,1.816790247,0.0,,,0.0453,0.05197278,0.006672780000000003,0.006672780000000003,4.452599292840004e-05,0.14730198675496695,0.19927476675496694,0.058645560000000006
89,30,0.833333333,0.083333333,0.083333333,9.207334684,13.30333851,4.89661795,4.896385643,120.0017557,89.98682032,90.01411490000001,2.716842246,1.000047445,2.716971146,1.905993958,1.905960594,1.905960602,,,0.0901,0.0947197,0.004619700000000004,0.004619700000000004,2.134162809000004e-05,0.05127302996670371,0.1459927299667037,0.09933940000000001
90,80,0.46875,0.25,0.28125,10.82507943,24.1076966,6.440482912,6.440181175,119.99577920000002,90.01440067,90.00715189,3.7431504639999997,1.000046852,3.7433258389999997,2.0209936859999997,1.9939863780000002,1.9489741969999999,,,0.4202,0.40952086,0.010679140000000031,-0.010679140000000031,0.00011404403113960067,0.025414421703950574,0.43493528170395057,0.4202
91,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698187999999,9.049472106,90.00306153,89.99831259999999,90.00393159,1.000051317,1.0000249829999999,1.000076301,1.9150498059999999,1.90757696,0.0,,,0.0873,0.09004606,0.0027460599999999946,0.0027460599999999946,7.54084552359997e-06,0.03145544100801827,0.12150150100801826,0.09279211999999999
92,80,0.0625,0.21875,0.71875,12.85135286,24.976703699999998,6.894039294,6.893517676,119.9865908,90.00971664,89.99165817,3.622941883,1.000075668,3.6232160230000003,2.125943735,2.145319899,2.120013765,,,0.3153,0.27674109,0.03855891,-0.03855891,0.0014867895403881002,0.12229276879162702,0.39903385879162706,0.3153
93,80,0.46875,0.25,0.28125,10.57035324,9.456622841,9.456363316000001,9.456257097,90.0025834,89.99759516,90.00300178,1.000027444,1.000011233,1.000038677,1.9985757259999999,1.996585839,2.00501943,,,0.2209,0.22900208,0.008102079999999984,0.008102079999999984,6.564370032639973e-05,0.03667759167043904,0.26567967167043904,0.23710415999999998
94,80,0.0625,0.9375,0.0,10.89048533,24.856699600000002,6.15128428,5.864461645,90.00008899,103.6809751,90.00014696,4.040895928,1.048908604,4.238530508999999,1.9605878730000001,1.9062413219999998,0.0,,,0.001,0.00796263,0.00696263,0.00696263,4.84782165169e-05,6.96263,6.97059263,0.01492526
95,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.935573384,1.935649173,0.0,,,0.0665,0.06321276,0.003287239999999997,-0.003287239999999997,1.0805946817599979e-05,0.049432180451127766,0.11264494045112777,0.0665
