id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Unnamed: 23,Unnamed: 24,Ef,mbtr_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
27,80,0.28125,0.15625,0.5625,12.03092789,10.73687961,9.785905639,9.160306471,90.00143056,90.00039324,89.99923391,1.097177922,1.0682945670000001,1.172109213,1.949465521,1.922941684,1.939944687,,,0.2643,0.26374440000000005,0.0005555999999999339,-0.0005555999999999339,3.086913599999266e-07,0.002102156640181362,0.2658465566401814,0.2643
28,30,0.25,0.333333333,0.41666666700000005,10.96022989,13.96807747,5.213835882,5.213394156000001,120.0009231,89.99661903,90.00347118,2.679040497,1.0000847290000001,2.679267489,2.0238559819999997,2.023869617,2.023877815,,,0.235,0.235612895,0.0006128950000000022,0.0006128950000000022,3.7564028102500267e-07,0.0026080638297872436,0.23822095882978722,0.23622579
29,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,2.1016622380000003,2.09897178,,,0.1146,0.119067141,0.004467141000000008,0.004467141000000008,1.995534871388107e-05,0.038980287958115256,0.15804742895811524,0.12353428200000001
30,30,0.333333333,0.166666667,0.5,11.0963793,14.019945499999999,5.236398118,5.2359857419999996,120.00121000000001,89.99525994,90.00458268,2.677402517,1.000078758,2.6776133840000003,2.032357845,2.032330461,2.032421734,,,0.2301,0.23361617899999998,0.0035161789999999804,0.0035161789999999804,1.2363514760040862e-05,0.015281090830073795,0.24889726983007376,0.23713235799999996
31,40,0.1875,0.0625,0.75,12.82525339,9.980773093,9.355035529,5.494350016,90.00034219,89.99777278,90.00109958,1.066887781,1.702664647,1.8165521059999998,2.0144605980000003,2.027686267,1.9710699180000002,,,0.2622,0.249923375,0.012276624999999985,-0.012276624999999985,0.00015071552139062465,0.04682160564454609,0.2967449806445461,0.2622
32,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557852999999,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,1.900470611,1.884623306,1.91983954,,,0.1363,0.137025389,0.000725388999999993,0.000725388999999993,5.261892013209897e-07,0.005322002934702809,0.1423473919347028,0.137750778
33,80,0.0,0.75,0.25,11.40987419,24.4204421,6.569428112000001,6.569302627000001,119.9908392,89.99482624,90.00394408,3.71728584,1.000019102,3.717356847,0.0,1.986998883,2.168237971,,,0.1027,0.10263025699999999,6.974300000001099e-05,-6.974300000001099e-05,4.864086049001533e-09,0.0006790944498540506,0.10330935144985404,0.1027
34,80,0.40625,0.21875,0.375,11.4099298,24.400415300000002,6.26339407,6.178474797000001,89.99979795,104.8310905,90.00015551,3.895717725,1.013744375,3.94926193,1.8856650590000001,1.8967494130000002,1.919431285,,,0.1599,0.149208022,0.010691977999999991,-0.010691977999999991,0.0001143183935524838,0.06686665415884922,0.21607467615884923,0.1599
35,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154671974,2.154671974,2.162284804,,,0.039,0.04005585,0.001055849999999997,0.001055849999999997,1.1148192224999938e-06,0.02707307692307685,0.06712892692307684,0.041111699999999994
36,80,0.0625,0.0,0.9375,13.70538083,11.25513759,10.1875789,9.562232566,90.00040514,90.00038499,89.99603213,1.104790225,1.065397524,1.177040771,1.996929982,0.0,2.029321698,,,0.2113,0.22588132600000002,0.014581326000000033,0.014581326000000033,0.00021261506791827697,0.06900769522006642,0.29488902122006644,0.24046265200000005
37,30,0.75,0.083333333,0.166666667,9.544726419,13.43834207,4.960431891,4.960168635,120.00166329999999,89.98858334,90.01230993,2.7091072639999996,1.000053074,2.709251047,1.929739122,1.929767934,1.9297031180000002,,,0.1702,0.167633751,0.0025662489999999927,-0.0025662489999999927,6.585633930000962e-06,0.015077843713278454,0.18271159471327844,0.1702
38,60,0.0,0.583333333,0.41666666700000005,11.32220954,14.09279273,10.5515239,5.275232625,120.00041940000001,90.0001863,89.99962079,1.335616814,2.000200683,2.671501663,0.0,2.049702639,2.049701853,,,0.1592,0.16144107,0.002241069999999984,0.002241069999999984,5.022394744899928e-06,0.014077072864321506,0.1755181428643215,0.16368213999999998
39,80,0.5,0.125,0.375,11.08951074,10.42663313,9.543332525,8.915757023,90.00292297,90.00067993,90.00072996,1.09255683,1.07038948,1.169461337,1.8901151369999998,1.879530634,1.885085356,,,0.2275,0.213917888,0.013582112000000007,-0.013582112000000007,0.0001844737663805442,0.05970159120879124,0.27361947920879126,0.2275
40,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.944214562,1.9385895709999998,0.0,,,0.1005,0.107947573,0.007447572999999999,0.007447572999999999,5.5466343590328986e-05,0.07410520398009948,0.18205277698009947,0.115395146
41,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.90434546,1.90433208,0.0,,,0.0685,0.054321267,0.014178733000000006,-0.014178733000000006,0.00020103646948528916,0.2069888029197081,0.26131006991970807,0.0685
42,80,0.75,0.125,0.125,9.968067841,10.03246407,9.235830652999999,8.606318207000001,90.00434539,90.00114756,90.00203863,1.0862546579999999,1.073145384,1.1657091720000001,1.815667854,1.830628015,1.832145004,,,0.1549,0.153093763,0.001806237000000016,-0.001806237000000016,3.2624921001690583e-06,0.01166066494512599,0.164754427945126,0.1549
43,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.912749384,1.912736164,0.0,,,0.0578,0.05583421,0.001965789999999995,-0.001965789999999995,3.86433032409998e-06,0.03401020761245666,0.08984441761245666,0.0578
44,80,0.3125,0.0,0.6875,12.06359253,9.882377267999999,9.882301318,9.882051795,89.99931402,90.00076379,90.00123190000001,1.000007685,1.00002525,1.000032936,2.094107948,0.0,2.088089552,,,0.2332,0.208285857,0.024914143,-0.024914143,0.0006207145214244489,0.10683594768439109,0.3151218046843911,0.2332
45,40,0.0625,0.625,0.3125,11.95589085,14.67157584,6.13564973,6.134320616,119.998232,90.00571443,90.00094165,2.391201663,1.000216668,2.391719761,2.109646147,2.0083685190000002,2.109485893,,,0.311,0.312144894,0.0011448940000000074,0.0011448940000000074,1.310782271236017e-06,0.0036813311897106347,0.31582622518971065,0.313289788
49,80,0.84375,0.15625,0.0,9.508944386,23.46444718,6.118761804,6.118437912,120.0051475,90.01291117,89.99939554,3.8348358589999996,1.000052937,3.835038864,1.875364726,2.03441673,0.0,,,0.18100000000000002,0.18647925899999998,0.005479258999999959,0.005479258999999959,3.0022279189080547e-05,0.030272149171270486,0.21675140817127048,0.19195851799999994
50,80,0.0,0.4375,0.5625,12.13748527,9.902419881,9.902400267,9.90231848,90.00238208,90.00271928,89.99642094,1.000001981,1.0000082590000001,1.00001024,0.0,2.0951873069999998,2.093432499,,,0.12300000000000001,0.121634218,0.0013657820000000098,-0.0013657820000000098,1.865360471524027e-06,0.01110391869918707,0.13273813669918708,0.12300000000000001
51,80,0.40625,0.34375,0.25,11.07966485,24.433413199999997,6.19343584,6.050113632,89.99976003,104.5021459,90.00017102,3.945049861,1.023689176,4.038504842,1.8940067930000002,1.886734982,1.915432665,,,0.1557,0.147818209,0.007881790999999999,-0.007881790999999999,6.212262936768099e-05,0.050621650610147714,0.1984398596101477,0.1557
52,80,0.0,0.75,0.25,11.40975899,10.52175985,9.62814765,9.010218682,89.99744125,90.00081735,90.00046748,1.092812474,1.068580907,1.167758544,0.0,1.916175624,1.87020701,,,0.0844,0.061352192,0.023047808000000003,-0.023047808000000003,0.0005312014536048641,0.27307829383886256,0.3344304858388626,0.0844
53,80,0.40625,0.0,0.59375,11.62066044,9.759898633999999,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.0000009159999999,1.00003299,1.0000339059999999,2.059357953,0.0,2.067292974,,,0.2436,0.25681846,0.013218460000000015,0.013218460000000015,0.0001747276847716004,0.05426297208538594,0.31108143208538597,0.27003692
55,40,0.625,0.375,0.0,10.034957400000001,14.07817644,9.942526368,5.721524782,30.13322962,93.23819659,92.81262779999999,1.415955655,1.73774068,2.460563744,1.898526335,1.893705505,0.0,,,0.1369,0.160107546,0.023207545999999996,0.023207545999999996,0.0005385901913421158,0.16952188458728998,0.32962943058729,0.18331509199999999
56,40,0.0,0.25,0.75,13.51163656,15.75931828,10.96857936,6.2964219429999995,30.32114061,100.3830783,98.85650186,1.436769317,1.742033723,2.502900603,0.0,2.002450215,1.994137024,,,0.23800000000000002,0.289334611,0.051334611,0.051334611,0.0026352422865213213,0.21569164285714285,0.5050262538571428,0.34066922200000005
57,80,0.40625,0.34375,0.25,10.56527582,9.455103491000001,9.454806459,9.454790243,90.00304465,89.99695558,90.00328182,1.000031416,1.000001715,1.000033131,1.999054939,2.00016448,1.999567794,,,0.2037,0.19747414800000002,0.006225851999999976,-0.006225851999999976,3.8761233125903703e-05,0.030563829160530076,0.2280379771605301,0.2037
59,40,0.0625,0.1875,0.75,13.02410906,10.02849481,9.404865667000001,5.523567492000001,90.00014028,89.99739432,89.99984777,1.0663092029999999,1.7026795959999999,1.815582923,2.037899136,1.982668446,1.9918830280000002,,,0.1755,0.16324323400000001,0.012256765999999975,-0.012256765999999975,0.00015022831277875537,0.06983912250712236,0.2330823565071224,0.1755
60,40,0.6875,0.3125,0.0,9.936978706,14.018381900000001,9.907997081,5.706419743,30.14104408,92.87968257,92.55174189,1.414855271,1.73628957,2.456598451,1.928169129,1.824882005,0.0,,,0.0822,0.096494219,0.01429421900000001,0.01429421900000001,0.0002043246968199613,0.17389560827250622,0.2703898272725062,0.11078843800000002
62,80,0.34375,0.25,0.40625,11.58114584,24.457125,6.29865907,6.223311828,89.99987879999999,104.8898967,90.00014164,3.882909795,1.012107258,3.929921186,1.9140328269999998,1.8941456159999999,1.9089935340000002,,,0.2259,0.229064593,0.003164593000000021,0.003164593000000021,1.0014648855649133e-05,0.014008822487826566,0.24307341548782657,0.23222918600000003
63,80,0.53125,0.25,0.21875,10.54929704,23.98032486,6.374823237,6.374538676,119.99744869999999,90.01499572,90.00670112,3.7617238889999998,1.00004464,3.761891813,1.951068293,2.008560809,1.994193256,,,0.3131,0.29760488399999996,0.015495116000000031,-0.015495116000000031,0.00024009861985345695,0.04948935164484201,0.347094235644842,0.3131
65,80,0.375,0.125,0.5,11.64554993,24.45968281,6.631781944,6.631361565,119.99180659999999,90.01524427,90.00715817,3.688251969,1.000063393,3.6884857760000003,2.049443702,2.117165925,2.032513146,,,0.4202,0.41483710100000004,0.0053628989999999765,-0.0053628989999999765,2.876068568420075e-05,0.01276272965254635,0.42759983065254636,0.4202
66,30,0.166666667,0.833333333,0.0,9.844917741,13.54246624,5.018493608,5.018022412,120.00018119999999,89.99798153,90.00341564,2.698512203,1.0000939009999998,2.698765595,1.942448309,1.942424106,0.0,,,0.0727,0.069057508,0.003642491999999997,-0.003642491999999997,1.326774797006398e-05,0.05010305364511688,0.11916056164511687,0.0727
67,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.9356239119999998,1.935623909,0.0,,,0.0762,0.080332816,0.0041328159999999975,0.0041328159999999975,1.7080168089855978e-05,0.05423643044619419,0.1345692464461942,0.084465632
68,80,0.40625,0.3125,0.28125,10.65846032,9.482809774,9.482540964,9.482496589,90.00283605,89.99716987,90.00311253,1.000028348,1.00000468,1.000033028,2.006955252,2.0041053069999997,2.004693991,,,0.221,0.21972538100000003,0.0012746189999999769,-0.0012746189999999769,1.624653595160941e-06,0.005767506787330212,0.22549288778733023,0.221
69,80,0.8125,0.1875,0.0,9.546973136,23.48789769,6.12790029,6.127599615,120.0047797,90.01418591,89.99902314,3.8329438430000002,1.0000490690000001,3.8331319219999997,1.8719408469999999,2.037247277,0.0,,,0.1723,0.17459749300000002,0.0022974930000000116,0.0022974930000000116,5.278474085049053e-06,0.013334260011607727,0.18793175301160775,0.17689498600000003
70,80,0.375,0.4375,0.1875,10.66927167,24.05764929,6.400570459,6.400380196,119.99617669999999,90.01315873,90.00396029,3.758672675,1.000029727,3.7587844089999995,1.982746498,1.98270334,1.9826860769999999,,,0.2745,0.307291482,0.03279148199999998,0.03279148199999998,0.0010752812917563229,0.11945895081967206,0.42675043281967207,0.340082964
71,80,0.25,0.75,0.0,10.26645343,10.12759801,9.320626143,8.700793988,89.99894707,90.00196839,90.00206017,1.086579148,1.071238574,1.163985496,1.8138769419999998,1.84520765,0.0,,,0.066,0.069705488,0.003705487999999993,0.003705487999999993,1.3730641318143948e-05,0.056143757575757465,0.12584924557575747,0.07341097599999999
72,80,0.40625,0.59375,0.0,9.839302929,9.233465017,9.233144691,9.232939157999999,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,1.9501757569999998,1.954348402,0.0,,,0.1092,0.111162286,0.0019622859999999936,0.0019622859999999936,3.850566345795975e-06,0.017969652014651956,0.12913193801465195,0.11312457199999999
73,40,0.125,0.875,0.0,10.43802081,9.368339104,8.750637679,5.093025443999999,90.00203469,90.00194192,89.99767454,1.070589304,1.718160998,1.839444787,1.835142482,1.849450958,0.0,,,0.0546,0.05750672,0.0029067199999999946,0.0029067199999999946,8.449021158399968e-06,0.053236630036629935,0.11074335003662994,0.06041343999999999
76,80,0.8125,0.125,0.0625,9.72537483,23.56820721,6.174322769,6.173980478,120.0034686,90.0124262,90.00374008,3.817132355,1.000055441,3.81734398,1.926618072,1.84921928,1.9164036619999998,,,0.2881,0.296021767,0.007921766999999968,0.007921766999999968,6.27543924022885e-05,0.02749658799028104,0.32351835499028103,0.30394353399999996
77,40,0.3125,0.375,0.3125,11.55082243,14.76097726,10.34360943,5.9924496110000005,30.33727706,90.98737302,91.14681800000001,1.4270625119999998,1.726107035,2.4632626419999997,2.042325316,2.0176117909999998,2.005107246,,,0.3358,0.32087023800000003,0.014929761999999958,-0.014929761999999958,0.00022289779337664273,0.04446027992852876,0.3653305179285288,0.3358
80,80,0.25,0.09375,0.65625,12.39966838,10.85548435,9.877373521,9.251440812,90.00142694,90.00036707,89.99856958,1.099025396,1.0676578620000001,1.173383105,1.958414036,1.966428759,1.959790254,,,0.28300000000000003,0.288264495,0.00526449499999998,0.00526449499999998,2.7714907605024793e-05,0.01860245583038862,0.3068669508303886,0.29352899
81,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.939692573,1.9437144919999998,0.0,,,0.1104,0.1124575,0.0020575000000000038,0.0020575000000000038,4.2333062500000155e-06,0.018636775362318874,0.13109427536231888,0.114515
82,30,0.41666666700000005,0.583333333,0.0,9.515220528,13.41775505,4.956592661,4.956211098,120.0007253,89.99379777,90.00755694,2.7070521960000002,1.0000769870000001,2.7072606039999996,1.927987392,1.928003326,0.0,,,0.0622,0.073770209,0.011570209000000005,0.011570209000000005,0.00013386973630368111,0.18601622186495184,0.25978643086495184,0.085340418
83,80,0.15625,0.09375,0.75,12.87477556,11.00330845,9.992703359,9.36749288,90.00078818,90.00029216,89.99767898,1.101134303,1.066742563,1.174626828,1.9714203319999999,2.009135778,1.985233344,,,0.255,0.24315616399999998,0.011843836000000024,-0.011843836000000024,0.00014027645119489657,0.046446415686274604,0.28960257968627456,0.255
84,80,0.0,0.21875,0.78125,12.86503998,10.09648141,10.09637842,10.09637465,89.99792640000001,90.00135169,90.00151725,1.000010201,1.000000373,1.000010574,0.0,2.1443073580000003,2.1327178769999997,,,0.0723,0.072270923,2.907700000000235e-05,-2.907700000000235e-05,8.454719290001367e-10,0.00040217150760722475,0.07267309450760723,0.0723
85,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.938195343,1.9454113530000001,0.0,,,0.1136,0.100992339,0.012607661000000006,-0.012607661000000006,0.00015895311589092116,0.11098293133802821,0.2119752703380282,0.1136
86,80,0.75,0.0625,0.1875,10.15607608,10.10178823,9.288849998,8.658760447,90.00459636,90.00099387,90.0018461,1.08751764,1.072769024,1.166655238,1.8260260330000002,1.860021845,1.8427221219999999,,,0.1836,0.19701888,0.013418879999999994,0.013418879999999994,0.00018006634045439985,0.07308758169934637,0.2701064616993464,0.21043776
87,40,0.5625,0.4375,0.0,9.845804916,9.201352092999999,8.576193697,4.990740491,90.00174832,90.00228371,90.00203443,1.072894622,1.7184210869999998,1.843684742,1.834441609,1.782367562,0.0,,,0.0303,0.038856724,0.008556724000000002,0.008556724000000002,7.321752561217603e-05,0.28240013201320135,0.32125685601320136,0.047413448000000004
88,40,0.3125,0.6875,0.0,10.18138123,9.296770363,8.675872899,5.049186435,90.00193072,90.00211323,89.99957546,1.071565994,1.71827145,1.841241254,1.866202252,1.816790247,0.0,,,0.0453,0.052788499,0.007488499000000003,0.007488499000000003,5.6077617273001036e-05,0.1653090286975718,0.2180975276975718,0.060276998000000005
90,80,0.46875,0.25,0.28125,10.82507943,24.1076966,6.440482912,6.440181175,119.99577920000002,90.01440067,90.00715189,3.7431504639999997,1.000046852,3.7433258389999997,2.0209936859999997,1.9939863780000002,1.9489741969999999,,,0.4202,0.41483710100000004,0.0053628989999999765,-0.0053628989999999765,2.876068568420075e-05,0.01276272965254635,0.42759983065254636,0.4202
92,80,0.0625,0.21875,0.71875,12.85135286,24.976703699999998,6.894039294,6.893517676,119.9865908,90.00971664,89.99165817,3.622941883,1.000075668,3.6232160230000003,2.125943735,2.145319899,2.120013765,,,0.3153,0.288805631,0.026494369000000018,-0.026494369000000018,0.0007019515887081619,0.08402908024104033,0.37283471124104034,0.3153
93,80,0.46875,0.25,0.28125,10.57035324,9.456622841,9.456363316000001,9.456257097,90.0025834,89.99759516,90.00300178,1.000027444,1.000011233,1.000038677,1.9985757259999999,1.996585839,2.00501943,,,0.2209,0.226268275,0.005368274999999978,0.005368274999999978,2.8818376475624764e-05,0.024301833408782152,0.25057010840878213,0.23163654999999997
94,80,0.0625,0.9375,0.0,10.89048533,24.856699600000002,6.15128428,5.864461645,90.00008899,103.6809751,90.00014696,4.040895928,1.048908604,4.238530508999999,1.9605878730000001,1.9062413219999998,0.0,,,0.001,0.0015375570000000002,0.0005375570000000001,0.0005375570000000001,2.8896752824900016e-07,0.5375570000000002,0.5390945570000002,0.0020751140000000003
97,80,0.5625,0.09375,0.34375,10.90051668,10.36275262,9.492965423,8.864618334,90.00341205,90.00073823,90.00098542,1.091624393,1.070882588,1.169001555,1.882726972,1.873236282,1.8655144590000001,,,0.2451,0.26081306,0.015713059999999973,0.015713059999999973,0.00024690025456359913,0.06410877192982445,0.32492183192982443,0.27652612
98,80,0.0,0.65625,0.34375,11.90180871,24.83096149,6.36144486,6.2291837999999995,90.00025002,104.6112719,90.00009326,3.903352467,1.021232486,3.986230345,0.0,1.918218169,1.96443494,,,0.0226,0.016655225,0.005944774999999999,-0.005944774999999999,3.534034980062499e-05,0.26304314159292036,0.27969836659292036,0.0226
99,40,0.0,0.9375,0.0625,10.8074524,9.469076664,8.852914123,5.1569086639999995,90.00170859,90.00149416,89.99665863,1.069599968,1.716709506,1.8361924330000001,0.0,1.8719898000000001,1.834278593,,,0.0609,0.06088445,1.555000000000306e-05,-1.555000000000306e-05,2.4180250000009523e-10,0.0002553366174056332,0.061139786617405635,0.0609
