@relation wpo_1_0_0 caption="WPO 1.0.0" description="generated from omic/random_state_2/split_1/.csv"
@attribute id numeric
@attribute Natoms numeric
@attribute percent_atom_al numeric
@attribute percent_atom_ga numeric
@attribute percent_atom_in numeric
@attribute vol_per_atom numeric
@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute alpha numeric
@attribute gamma numeric
@attribute beta numeric
@attribute a_b numeric
@attribute b_c numeric
@attribute a_c numeric
@attribute ecn_bond_dist_Al-O numeric
@attribute ecn_bond_dist_Ga-O numeric
@attribute ecn_bond_dist_In-O numeric
@attribute Unnamed: 23 numeric
@attribute Unnamed: 24 numeric
@attribute Ef numeric
@attribute atomic_predE numeric
@attribute abs_error numeric
@attribute error numeric
@attribute sq_error numeric
@attribute norm_abs_error numeric
@attribute sum_Ef_and_normalized_error numeric
@attribute sum_pred_Ef_and_abs_error numeric
@data
11,30,0.166666667,0.5,0.333333333,10.82519998,13.91621027,5.191274541,5.190803358,120.00063519999999,89.99797036,90.00236375,2.680692412,1.000090773,2.680935745,2.015371106,2.015349065,2.015338045,,,0.2144,0.255574193,0.041174193,0.041174193,0.0016953141692012488,0.19204381063432835,0.44761800363432835,0.296748386
12,30,0.25,0.666666667,0.083333333,9.971685512,13.59432975,5.041048332,5.040606716,120.000469,89.99673186,90.00445672,2.6967267230000003,1.000087612,2.696962988,1.95934718,1.9593601619999998,1.9593990490000002,,,0.1214,0.136179998,0.014779998000000003,0.014779998000000003,0.00021844834088000407,0.12174627677100497,0.25792627477100494,0.15095999599999999
13,80,0.25,0.3125,0.4375,11.62960266,24.47333092,6.625338113,6.624993291,119.9913384,90.01040947,90.00328788,3.693899164,1.000052049,3.694091427,2.04795565,2.047839909,2.0479060469999997,,,0.3244,0.23798631,0.08641369000000002,-0.08641369000000002,0.007467325819416103,0.26638005548705307,0.504366365487053,0.3244
15,80,0.03125,0.09375,0.875,13.13471178,10.16660805,10.16641646,10.16638512,89.99876531,90.00091285,90.00087629999999,1.000018845,1.000003083,1.000021928,2.1429898130000002,2.15243703,2.150079793,,,0.0624,0.137516101,0.075116101,0.075116101,0.005642428629442202,1.203783669871795,1.341299770871795,0.212632202
17,80,0.25,0.375,0.375,11.16761511,9.631398555,9.631215675,9.631190286,90.00285717,90.00289092,89.99676425,1.0000189879999999,1.0000026359999998,1.0000216240000002,2.036866564,2.0346286630000003,2.039101876,,,0.1877,0.236310683,0.04861068299999999,0.04861068299999999,0.002362998501726488,0.25898072988811927,0.4952914128881193,0.28492136599999995
18,80,0.4375,0.3125,0.25,10.52141909,9.442010062,9.441717651,9.441670513,90.00291866,89.99716821,90.00322663,1.00003097,1.000004993,1.000035963,1.995858605,1.995474565,2.000087057,,,0.217,0.21795340000000002,0.0009534000000000209,0.0009534000000000209,9.089715600000399e-07,0.004393548387096871,0.2223469483870969,0.21890680000000004
19,80,0.53125,0.03125,0.4375,11.22302702,24.2617205,6.536954248,6.536524367,119.9941226,90.01585993,90.01259008,3.71147167,1.0000657659999999,3.7117157589999996,2.077170076,1.886855924,1.963851049,,,0.3406,0.307035461,0.033564539000000004,-0.033564539000000004,0.0011265782782825212,0.09854532883147388,0.4055807898314739,0.3406
20,80,0.25,0.28125,0.46875,11.88328344,24.53807496,6.36030134,6.306635194,90.00000268,105.016305,90.00011907,3.858005093,1.008509474,3.890834685,1.922197247,1.909852671,1.918317523,,,0.2267,0.23811260899999998,0.011412608999999962,0.011412608999999962,0.00013024764418688014,0.05034234230260239,0.28845495130260235,0.24952521799999994
22,80,0.59375,0.28125,0.125,10.1786163,10.10550893,9.295464404,8.668609687,90.00286445,90.00122796,90.00190259,1.0871440620000001,1.072313178,1.165758904,1.846009882,1.806331708,1.826835393,,,0.1436,0.20632244100000002,0.06272244100000002,0.06272244100000002,0.0039341046049984835,0.4367858008356547,0.6431082418356547,0.26904488200000004
23,80,0.34375,0.28125,0.375,11.49753965,24.46537383,6.28116951,6.191199181,89.99986972,104.8096343,90.00014540000001,3.8950348010000004,1.014531971,3.951637335,1.89838974,1.89046421,1.9247138209999999,,,0.127,0.23768703300000002,0.11068703300000002,0.11068703300000002,0.012251619274343093,0.871551440944882,1.109238473944882,0.34837406600000004
24,80,0.75,0.09375,0.15625,10.0617795,10.06712591,9.26234026,8.632539077999999,90.00447188,90.00106576,90.00194473,1.086887938,1.072956656,1.166183648,1.823433272,1.836901034,1.8281913890000001,,,0.2016,0.20534344100000002,0.003743441000000014,0.003743441000000014,1.4013350520481104e-05,0.01856865575396832,0.22391209675396834,0.20908688200000003
25,80,0.34375,0.65625,0.0,10.51355203,24.56436456,6.07129481,5.806790959,89.99975675,103.7800013,90.00019342,4.045984478,1.045550779,4.230282222,1.874468883,1.895060954,0.0,,,0.0297,0.097418097,0.06771809699999999,0.06771809699999999,0.004585740661301408,2.2800706060606055,2.3774887030606053,0.165136194
26,80,0.0,0.25,0.75,13.03547493,24.7237663,6.646894016,6.58880912,90.00034821,90.00004771,105.61084679999999,3.7195968880000003,1.00881569,3.7523877,0.0,1.946621198,1.9472213980000002,,,0.1281,0.183562495,0.055462495,0.055462495,0.003076088351625025,0.43296249024199845,0.6165249852419985,0.23902499
27,80,0.28125,0.15625,0.5625,12.03092789,10.73687961,9.785905639,9.160306471,90.00143056,90.00039324,89.99923391,1.097177922,1.0682945670000001,1.172109213,1.949465521,1.922941684,1.939944687,,,0.2643,0.262368628,0.0019313719999999868,-0.0019313719999999868,3.7301978023839488e-06,0.007307499054105134,0.26967612705410515,0.2643
28,30,0.25,0.333333333,0.41666666700000005,10.96022989,13.96807747,5.213835882,5.213394156000001,120.0009231,89.99661903,90.00347118,2.679040497,1.0000847290000001,2.679267489,2.0238559819999997,2.023869617,2.023877815,,,0.235,0.237928804,0.002928804000000007,0.002928804000000007,8.577892870416042e-06,0.012462995744680882,0.2503917997446809,0.240857608
29,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,2.1016622380000003,2.09897178,,,0.1146,0.119528151,0.004928151000000006,0.004928151000000006,2.4286672278801056e-05,0.04300306282722518,0.16253121382722518,0.124456302
30,30,0.333333333,0.166666667,0.5,11.0963793,14.019945499999999,5.236398118,5.2359857419999996,120.00121000000001,89.99525994,90.00458268,2.677402517,1.000078758,2.6776133840000003,2.032357845,2.032330461,2.032421734,,,0.2301,0.26393983600000004,0.03383983600000004,0.03383983600000004,0.0011451345005068986,0.14706578009561078,0.4110056160956108,0.2977796720000001
32,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557852999999,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,1.900470611,1.884623306,1.91983954,,,0.1363,0.212769304,0.07646930399999999,0.07646930399999999,0.005847554454244414,0.5610367131327952,0.7738060171327952,0.289238608
33,80,0.0,0.75,0.25,11.40987419,24.4204421,6.569428112000001,6.569302627000001,119.9908392,89.99482624,90.00394408,3.71728584,1.000019102,3.717356847,0.0,1.986998883,2.168237971,,,0.1027,0.105793087,0.0030930869999999944,0.0030930869999999944,9.567187189568965e-06,0.03011769230769225,0.13591077930769224,0.10888617399999999
35,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154671974,2.154671974,2.162284804,,,0.039,0.081660631,0.042660631,0.042660631,0.0018199294373181607,1.0938623333333333,1.1755229643333334,0.12432126199999999
36,80,0.0625,0.0,0.9375,13.70538083,11.25513759,10.1875789,9.562232566,90.00040514,90.00038499,89.99603213,1.104790225,1.065397524,1.177040771,1.996929982,0.0,2.029321698,,,0.2113,0.07456207299999999,0.13673792699999998,-0.13673792699999998,0.018697260680257323,0.6471269616658778,0.7216890346658777,0.2113
37,30,0.75,0.083333333,0.166666667,9.544726419,13.43834207,4.960431891,4.960168635,120.00166329999999,89.98858334,90.01230993,2.7091072639999996,1.000053074,2.709251047,1.929739122,1.929767934,1.9297031180000002,,,0.1702,0.21354231699999998,0.04334231699999999,0.04334231699999999,0.0018785564429284884,0.2546552115158637,0.46819752851586366,0.25688463399999995
38,60,0.0,0.583333333,0.41666666700000005,11.32220954,14.09279273,10.5515239,5.275232625,120.00041940000001,90.0001863,89.99962079,1.335616814,2.000200683,2.671501663,0.0,2.049702639,2.049701853,,,0.1592,0.10402301300000001,0.055176987,-0.055176987,0.003044499894398169,0.346589114321608,0.450612127321608,0.1592
39,80,0.5,0.125,0.375,11.08951074,10.42663313,9.543332525,8.915757023,90.00292297,90.00067993,90.00072996,1.09255683,1.07038948,1.169461337,1.8901151369999998,1.879530634,1.885085356,,,0.2275,0.298851511,0.071351511,0.071351511,0.0050910381219831215,0.3136330153846154,0.6124845263846155,0.370203022
41,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.90434546,1.90433208,0.0,,,0.0685,0.10198022300000001,0.033480223,0.033480223,0.0011209253321297291,0.4887623795620438,0.5907426025620438,0.135460446
42,80,0.75,0.125,0.125,9.968067841,10.03246407,9.235830652999999,8.606318207000001,90.00434539,90.00114756,90.00203863,1.0862546579999999,1.073145384,1.1657091720000001,1.815667854,1.830628015,1.832145004,,,0.1549,0.185044807,0.030144806999999996,0.030144806999999996,0.0009087093890672487,0.19460817947062617,0.3796529864706262,0.215189614
43,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.912749384,1.912736164,0.0,,,0.0578,0.10198022300000001,0.04418022300000001,0.04418022300000001,0.00195189210432973,0.7643637197231836,0.8663439427231836,0.14616044600000003
44,80,0.3125,0.0,0.6875,12.06359253,9.882377267999999,9.882301318,9.882051795,89.99931402,90.00076379,90.00123190000001,1.000007685,1.00002525,1.000032936,2.094107948,0.0,2.088089552,,,0.2332,0.263694557,0.030494557000000005,0.030494557000000005,0.0009299180066262493,0.13076568181818185,0.3944602388181818,0.29418911400000003
45,40,0.0625,0.625,0.3125,11.95589085,14.67157584,6.13564973,6.134320616,119.998232,90.00571443,90.00094165,2.391201663,1.000216668,2.391719761,2.109646147,2.0083685190000002,2.109485893,,,0.311,0.215678691,0.09532130899999999,-0.09532130899999999,0.00908615194947348,0.30649938585209,0.5221780768520901,0.311
46,20,0.875,0.125,0.0,9.825783202,12.00619851,5.6980586220000005,2.9601017999999995,89.99910604,90.00028135,103.97136490000001,2.107068268,1.924953602,4.056008651,1.851334375,1.794424201,0.0,,,0.0244,0.102898974,0.078498974,0.078498974,0.006162088919052676,3.2171710655737704,3.3200700395737703,0.181397948
47,80,0.46875,0.15625,0.375,11.32277188,24.33546073,6.24561864,6.16575415,89.99972578,104.85260749999999,90.00016571,3.896405165,1.012952915,3.946874971,1.882398519,1.889869266,1.9141491959999999,,,0.1631,0.288108873,0.125008873,0.125008873,0.015627218328730128,0.7664553832004904,1.0545642562004904,0.41311774599999995
48,30,0.41666666700000005,0.0,0.583333333,11.23365277,14.07181433,5.258961237,5.258578113,120.0014963,89.99389355,90.00569809,2.675778295,1.000072857,2.675973244,2.040901313,0.0,2.040881621,,,0.2149,0.265983533,0.05108353299999999,0.05108353299999999,0.0026095273437620877,0.23770838994881333,0.5036919229488133,0.317067066
49,80,0.84375,0.15625,0.0,9.508944386,23.46444718,6.118761804,6.118437912,120.0051475,90.01291117,89.99939554,3.8348358589999996,1.000052937,3.835038864,1.875364726,2.03441673,0.0,,,0.18100000000000002,0.09940054,0.08159946000000003,-0.08159946000000003,0.006658471872291604,0.45082574585635365,0.5502262858563537,0.18100000000000002
50,80,0.0,0.4375,0.5625,12.13748527,9.902419881,9.902400267,9.90231848,90.00238208,90.00271928,89.99642094,1.000001981,1.0000082590000001,1.00001024,0.0,2.0951873069999998,2.093432499,,,0.12300000000000001,0.109175033,0.013824967000000007,-0.013824967000000007,0.0001911297125510892,0.11239810569105696,0.22157313869105696,0.12300000000000001
52,80,0.0,0.75,0.25,11.40975899,10.52175985,9.62814765,9.010218682,89.99744125,90.00081735,90.00046748,1.092812474,1.068580907,1.167758544,0.0,1.916175624,1.87020701,,,0.0844,0.105793087,0.02139308699999999,0.02139308699999999,0.00045766417138956865,0.25347259478672973,0.35926568178672974,0.12718617399999999
53,80,0.40625,0.0,0.59375,11.62066044,9.759898633999999,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.0000009159999999,1.00003299,1.0000339059999999,2.059357953,0.0,2.067292974,,,0.2436,0.265491711,0.021891711000000008,0.021891711000000008,0.00047924701050752137,0.08986745073891629,0.3553591617389163,0.287383422
55,40,0.625,0.375,0.0,10.034957400000001,14.07817644,9.942526368,5.721524782,30.13322962,93.23819659,92.81262779999999,1.415955655,1.73774068,2.460563744,1.898526335,1.893705505,0.0,,,0.1369,0.10021141199999999,0.03668858800000001,-0.03668858800000001,0.0013460524894337445,0.26799552958363776,0.36820694158363776,0.1369
56,40,0.0,0.25,0.75,13.51163656,15.75931828,10.96857936,6.2964219429999995,30.32114061,100.3830783,98.85650186,1.436769317,1.742033723,2.502900603,0.0,2.002450215,1.994137024,,,0.23800000000000002,0.183562495,0.054437505000000025,-0.054437505000000025,0.0029634419506250277,0.2287290126050421,0.4122915076050421,0.23800000000000002
57,80,0.40625,0.34375,0.25,10.56527582,9.455103491000001,9.454806459,9.454790243,90.00304465,89.99695558,90.00328182,1.000031416,1.000001715,1.000033131,1.999054939,2.00016448,1.999567794,,,0.2037,0.208867849,0.005167849000000002,0.005167849000000002,2.670666328680102e-05,0.025369901816396673,0.23423775081639667,0.214035698
58,80,0.625,0.3125,0.0625,9.962104387,23.70900194,6.230303441,6.230083476,120.00128889999999,90.01697071,90.00137685,3.80543294,1.000035307,3.805567298,1.90599412,1.959932431,2.067637325,,,0.201,0.174964053,0.026035947000000004,-0.026035947000000004,0.0006778705361868092,0.1295320746268657,0.30449612762686573,0.201
59,40,0.0625,0.1875,0.75,13.02410906,10.02849481,9.404865667000001,5.523567492000001,90.00014028,89.99739432,89.99984777,1.0663092029999999,1.7026795959999999,1.815582923,2.037899136,1.982668446,1.9918830280000002,,,0.1755,0.201478027,0.025978027000000015,0.025978027000000015,0.0006748578868127298,0.14802294586894596,0.349500972868946,0.22745605400000002
60,40,0.6875,0.3125,0.0,9.936978706,14.018381900000001,9.907997081,5.706419743,30.14104408,92.87968257,92.55174189,1.414855271,1.73628957,2.456598451,1.928169129,1.824882005,0.0,,,0.0822,0.09738379300000001,0.015183793000000015,0.015183793000000015,0.00023054756986684946,0.18471767639902695,0.28210146939902697,0.11256758600000003
61,40,0.0,0.125,0.875,13.95290994,15.93976235,11.08284985,6.367307372000001,30.35649238,100.95077629999999,99.40236816,1.438236786,1.740586594,2.503375669,0.0,1.991870566,2.006365128,,,0.3208,0.159563599,0.16123640099999997,-0.16123640099999997,0.025997177007432794,0.5026072350374065,0.6621708340374064,0.3208
62,80,0.34375,0.25,0.40625,11.58114584,24.457125,6.29865907,6.223311828,89.99987879999999,104.8898967,90.00014164,3.882909795,1.012107258,3.929921186,1.9140328269999998,1.8941456159999999,1.9089935340000002,,,0.2259,0.246252489,0.020352489,0.020352489,0.0004142238084951211,0.0900951261620186,0.3363476151620186,0.266604978
63,80,0.53125,0.25,0.21875,10.54929704,23.98032486,6.374823237,6.374538676,119.99744869999999,90.01499572,90.00670112,3.7617238889999998,1.00004464,3.761891813,1.951068293,2.008560809,1.994193256,,,0.3131,0.23091810399999999,0.082181896,-0.082181896,0.006753864030154817,0.26247810923027787,0.4933962132302778,0.3131
64,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.9325386000000002,1.809718365,0.0,,,0.276,0.095956994,0.180043006,-0.180043006,0.032415484009516035,0.652329731884058,0.748286725884058,0.276
65,80,0.375,0.125,0.5,11.64554993,24.45968281,6.631781944,6.631361565,119.99180659999999,90.01524427,90.00715817,3.688251969,1.000063393,3.6884857760000003,2.049443702,2.117165925,2.032513146,,,0.4202,0.281993826,0.13820617400000001,-0.13820617400000001,0.01910094653171828,0.3289056972870062,0.6108995232870063,0.4202
66,30,0.166666667,0.833333333,0.0,9.844917741,13.54246624,5.018493608,5.018022412,120.00018119999999,89.99798153,90.00341564,2.698512203,1.0000939009999998,2.698765595,1.942448309,1.942424106,0.0,,,0.0727,0.079704957,0.007004957000000006,0.007004957000000006,4.906942257184909e-05,0.09635429160935359,0.1760592486093536,0.08670991400000001
67,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.9356239119999998,1.935623909,0.0,,,0.0762,0.096545965,0.020345964999999994,0.020345964999999994,0.00041395829178122475,0.26700741469816264,0.36355337969816265,0.11689192999999999
68,80,0.40625,0.3125,0.28125,10.65846032,9.482809774,9.482540964,9.482496589,90.00283605,89.99716987,90.00311253,1.000028348,1.00000468,1.000033028,2.006955252,2.0041053069999997,2.004693991,,,0.221,0.220869486,0.00013051399999999824,-0.00013051399999999824,1.703390419599954e-08,0.0005905610859728427,0.22146004708597283,0.221
69,80,0.8125,0.1875,0.0,9.546973136,23.48789769,6.12790029,6.127599615,120.0047797,90.01418591,89.99902314,3.8329438430000002,1.0000490690000001,3.8331319219999997,1.8719408469999999,2.037247277,0.0,,,0.1723,0.097115005,0.075184995,-0.075184995,0.005652783473150026,0.4363609692396982,0.5334759742396982,0.1723
70,80,0.375,0.4375,0.1875,10.66927167,24.05764929,6.400570459,6.400380196,119.99617669999999,90.01315873,90.00396029,3.758672675,1.000029727,3.7587844089999995,1.982746498,1.98270334,1.9826860769999999,,,0.2745,0.182802976,0.09169702400000002,-0.09169702400000002,0.00840834421045658,0.33405108925318766,0.5168540652531877,0.2745
71,80,0.25,0.75,0.0,10.26645343,10.12759801,9.320626143,8.700793988,89.99894707,90.00196839,90.00206017,1.086579148,1.071238574,1.163985496,1.8138769419999998,1.84520765,0.0,,,0.066,0.088360337,0.022360336999999994,0.022360336999999994,0.0004999846707535688,0.33879298484848475,0.42715332184848476,0.11072067399999999
72,80,0.40625,0.59375,0.0,9.839302929,9.233465017,9.233144691,9.232939157999999,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,1.9501757569999998,1.954348402,0.0,,,0.1092,0.10152357199999999,0.007676428000000013,-0.007676428000000013,5.89275468391842e-05,0.07029695970695982,0.17182053170695982,0.1092
73,40,0.125,0.875,0.0,10.43802081,9.368339104,8.750637679,5.093025443999999,90.00203469,90.00194192,89.99767454,1.070589304,1.718160998,1.839444787,1.835142482,1.849450958,0.0,,,0.0546,0.07609206,0.02149206,0.02149206,0.0004619086430436,0.3936274725274725,0.4697195325274725,0.09758412
74,60,0.0,0.875,0.125,10.43462564,13.76576029,10.24911186,5.124025437,119.9999992,90.00067789,90.00027984,1.343117382,2.000207061,2.686512871,0.0,1.993236164,1.9932278959999998,,,0.1165,0.095195357,0.021304643000000012,-0.021304643000000012,0.0004538878133574495,0.1828724721030044,0.27806782910300437,0.1165
75,80,0.40625,0.09375,0.5,11.63401868,10.60911544,9.685164562999999,9.058026042,90.00244968,90.00052776,89.99989207,1.095398573,1.069235672,1.171239229,1.931887851,1.9116988080000001,1.9078827059999999,,,0.2637,0.292743348,0.029043348000000024,0.029043348000000024,0.0008435160630491054,0.11013783845278735,0.40288118645278737,0.32178669600000004
76,80,0.8125,0.125,0.0625,9.72537483,23.56820721,6.174322769,6.173980478,120.0034686,90.0124262,90.00374008,3.817132355,1.000055441,3.81734398,1.926618072,1.84921928,1.9164036619999998,,,0.2881,0.143830787,0.14426921300000004,-0.14426921300000004,0.02081360581963938,0.5007608920513711,0.644591679051371,0.2881
77,40,0.3125,0.375,0.3125,11.55082243,14.76097726,10.34360943,5.9924496110000005,30.33727706,90.98737302,91.14681800000001,1.4270625119999998,1.726107035,2.4632626419999997,2.042325316,2.0176117909999998,2.005107246,,,0.3358,0.216516533,0.11928346699999998,-0.11928346699999998,0.014228545499540083,0.3552217599761762,0.5717382929761763,0.3358
79,80,0.46875,0.34375,0.1875,10.54192263,10.23326933,9.396194637999999,8.770884719,90.00190713,90.00106874,90.00152378,1.089086564,1.071293825,1.16673171,1.8511959119999999,1.8640603059999998,1.844821684,,,0.1661,0.208954465,0.04285446500000001,0.04285446500000001,0.0018365051704362257,0.2580040036122818,0.46695846861228185,0.25180893000000004
80,80,0.25,0.09375,0.65625,12.39966838,10.85548435,9.877373521,9.251440812,90.00142694,90.00036707,89.99856958,1.099025396,1.0676578620000001,1.173383105,1.958414036,1.966428759,1.959790254,,,0.28300000000000003,0.259845571,0.023154429000000032,-0.023154429000000032,0.0005361275823160425,0.0818177703180213,0.3416633413180213,0.28300000000000003
81,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.939692573,1.9437144919999998,0.0,,,0.1104,0.10344280300000001,0.006957196999999984,-0.006957196999999984,4.840259009680878e-05,0.06301808876811581,0.16646089176811582,0.1104
82,30,0.41666666700000005,0.583333333,0.0,9.515220528,13.41775505,4.956592661,4.956211098,120.0007253,89.99379777,90.00755694,2.7070521960000002,1.0000769870000001,2.7072606039999996,1.927987392,1.928003326,0.0,,,0.0622,0.102014881,0.039814881,0.039814881,0.0015852247490441612,0.6401106270096464,0.7421255080096464,0.141829762
83,80,0.15625,0.09375,0.75,12.87477556,11.00330845,9.992703359,9.36749288,90.00078818,90.00029216,89.99767898,1.101134303,1.066742563,1.174626828,1.9714203319999999,2.009135778,1.985233344,,,0.255,0.21978288199999998,0.03521711800000002,-0.03521711800000002,0.0012402454002259254,0.1381063450980393,0.3578892270980393,0.255
84,80,0.0,0.21875,0.78125,12.86503998,10.09648141,10.09637842,10.09637465,89.99792640000001,90.00135169,90.00151725,1.000010201,1.000000373,1.000010574,0.0,2.1443073580000003,2.1327178769999997,,,0.0723,0.18646845,0.11416845,0.11416845,0.013034434975402501,1.5790933609958506,1.7655618109958506,0.3006369
85,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.938195343,1.9454113530000001,0.0,,,0.1136,0.10344280300000001,0.010157196999999993,-0.010157196999999993,0.00010316865089680885,0.08941194542253514,0.19285474842253514,0.1136
86,80,0.75,0.0625,0.1875,10.15607608,10.10178823,9.288849998,8.658760447,90.00459636,90.00099387,90.0018461,1.08751764,1.072769024,1.166655238,1.8260260330000002,1.860021845,1.8427221219999999,,,0.1836,0.23203370199999998,0.04843370199999997,0.04843370199999997,0.002345823489424801,0.2638001198257079,0.4958338218257079,0.2804674039999999
87,40,0.5625,0.4375,0.0,9.845804916,9.201352092999999,8.576193697,4.990740491,90.00174832,90.00228371,90.00203443,1.072894622,1.7184210869999998,1.843684742,1.834441609,1.782367562,0.0,,,0.0303,0.102689092,0.07238909199999999,0.07238909199999999,0.005240180640584462,2.389078943894389,2.4917680358943888,0.17507818399999997
88,40,0.3125,0.6875,0.0,10.18138123,9.296770363,8.675872899,5.049186435,90.00193072,90.00211323,89.99957546,1.071565994,1.71827145,1.841241254,1.866202252,1.816790247,0.0,,,0.0453,0.094688846,0.04938884599999999,0.04938884599999999,0.0024392581092117153,1.0902615011037526,1.1849503471037526,0.14407769199999998
