id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Unnamed: 23,Unnamed: 24,Ef,ngram_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
39,80,0.5,0.125,0.375,11.08951074,10.42663313,9.543332525,8.915757023,90.00292297,90.00067993,90.00072996,1.09255683,1.07038948,1.169461337,1.8901151369999998,1.879530634,1.885085356,,,0.2275,0.22178420899999998,0.005715791000000026,-0.005715791000000026,3.2670266755681296e-05,0.025124356043956155,0.24690856504395614,0.2275
40,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.944214562,1.9385895709999998,0.0,,,0.1005,0.09347593800000001,0.007024061999999998,-0.007024061999999998,4.9337446979843965e-05,0.06989116417910445,0.16336710217910444,0.1005
44,80,0.3125,0.0,0.6875,12.06359253,9.882377267999999,9.882301318,9.882051795,89.99931402,90.00076379,90.00123190000001,1.000007685,1.00002525,1.000032936,2.094107948,0.0,2.088089552,,,0.2332,0.20441803,0.02878196999999999,-0.02878196999999999,0.0008284017970808994,0.12342182675814747,0.3278398567581475,0.2332
45,40,0.0625,0.625,0.3125,11.95589085,14.67157584,6.13564973,6.134320616,119.998232,90.00571443,90.00094165,2.391201663,1.000216668,2.391719761,2.109646147,2.0083685190000002,2.109485893,,,0.311,0.297498608,0.013501392000000001,-0.013501392000000001,0.00018228758593766403,0.04341283601286174,0.3409114440128617,0.311
46,20,0.875,0.125,0.0,9.825783202,12.00619851,5.6980586220000005,2.9601017999999995,89.99910604,90.00028135,103.97136490000001,2.107068268,1.924953602,4.056008651,1.851334375,1.794424201,0.0,,,0.0244,0.024859012000000003,0.0004590120000000017,0.0004590120000000017,2.1069201614400155e-07,0.018811967213114823,0.04367097921311483,0.025318024000000005
47,80,0.46875,0.15625,0.375,11.32277188,24.33546073,6.24561864,6.16575415,89.99972578,104.85260749999999,90.00016571,3.896405165,1.012952915,3.946874971,1.882398519,1.889869266,1.9141491959999999,,,0.1631,0.15714420099999998,0.005955799000000012,-0.005955799000000012,3.547154172840114e-05,0.03651624156958928,0.19366044256958925,0.1631
48,30,0.41666666700000005,0.0,0.583333333,11.23365277,14.07181433,5.258961237,5.258578113,120.0014963,89.99389355,90.00569809,2.675778295,1.000072857,2.675973244,2.040901313,0.0,2.040881621,,,0.2149,0.232657681,0.017757680999999997,0.017757680999999997,0.0003153352344977609,0.08263229874360166,0.3152899797436017,0.25041536200000003
50,80,0.0,0.4375,0.5625,12.13748527,9.902419881,9.902400267,9.90231848,90.00238208,90.00271928,89.99642094,1.000001981,1.0000082590000001,1.00001024,0.0,2.0951873069999998,2.093432499,,,0.12300000000000001,0.135024538,0.012024537999999987,0.012024537999999987,0.0001445895141134437,0.09776047154471533,0.23278500954471532,0.147049076
51,80,0.40625,0.34375,0.25,11.07966485,24.433413199999997,6.19343584,6.050113632,89.99976003,104.5021459,90.00017102,3.945049861,1.023689176,4.038504842,1.8940067930000002,1.886734982,1.915432665,,,0.1557,0.15098803,0.00471197000000001,-0.00471197000000001,2.2202661280900093e-05,0.030263134232498455,0.18125116423249846,0.1557
54,80,0.65625,0.3125,0.03125,9.831409034,23.64536656,6.197652024,6.197436194,120.0022693,90.01738109,89.99986775,3.815213644,1.000034826,3.8153465110000004,1.929837641,1.923524821,1.788826689,,,0.2856,0.278213422,0.0073865780000000325,-0.0073865780000000325,5.456153455008448e-05,0.025863368347339048,0.30407679034733903,0.2856
55,40,0.625,0.375,0.0,10.034957400000001,14.07817644,9.942526368,5.721524782,30.13322962,93.23819659,92.81262779999999,1.415955655,1.73774068,2.460563744,1.898526335,1.893705505,0.0,,,0.1369,0.091930132,0.044969867999999996,-0.044969867999999996,0.0020222890279374237,0.3284869831994156,0.4204171151994156,0.1369
56,40,0.0,0.25,0.75,13.51163656,15.75931828,10.96857936,6.2964219429999995,30.32114061,100.3830783,98.85650186,1.436769317,1.742033723,2.502900603,0.0,2.002450215,1.994137024,,,0.23800000000000002,0.316760687,0.07876068699999997,0.07876068699999997,0.006203245816711964,0.33092725630252084,0.6476879433025209,0.395521374
57,80,0.40625,0.34375,0.25,10.56527582,9.455103491000001,9.454806459,9.454790243,90.00304465,89.99695558,90.00328182,1.000031416,1.000001715,1.000033131,1.999054939,2.00016448,1.999567794,,,0.2037,0.211470142,0.007770142000000008,0.007770142000000008,6.0375106700164116e-05,0.03814502700049096,0.24961516900049097,0.219240284
58,80,0.625,0.3125,0.0625,9.962104387,23.70900194,6.230303441,6.230083476,120.00128889999999,90.01697071,90.00137685,3.80543294,1.000035307,3.805567298,1.90599412,1.959932431,2.067637325,,,0.201,0.2010118,1.1799999999978494e-05,1.1799999999978494e-05,1.3923999999949248e-10,5.8706467661584544e-05,0.20107050646766159,0.20102359999999997
59,40,0.0625,0.1875,0.75,13.02410906,10.02849481,9.404865667000001,5.523567492000001,90.00014028,89.99739432,89.99984777,1.0663092029999999,1.7026795959999999,1.815582923,2.037899136,1.982668446,1.9918830280000002,,,0.1755,0.163813248,0.011686751999999995,-0.011686751999999995,0.00013658017230950387,0.06659117948717946,0.23040442748717946,0.1755
60,40,0.6875,0.3125,0.0,9.936978706,14.018381900000001,9.907997081,5.706419743,30.14104408,92.87968257,92.55174189,1.414855271,1.73628957,2.456598451,1.928169129,1.824882005,0.0,,,0.0822,0.087606503,0.005406503000000007,0.005406503000000007,2.9230274689009074e-05,0.06577254257907551,0.1533790455790755,0.09301300600000001
61,40,0.0,0.125,0.875,13.95290994,15.93976235,11.08284985,6.367307372000001,30.35649238,100.95077629999999,99.40236816,1.438236786,1.740586594,2.503375669,0.0,1.991870566,2.006365128,,,0.3208,0.294515023,0.026284976999999987,-0.026284976999999987,0.0006909000158905283,0.08193571384039897,0.376450736840399,0.3208
62,80,0.34375,0.25,0.40625,11.58114584,24.457125,6.29865907,6.223311828,89.99987879999999,104.8898967,90.00014164,3.882909795,1.012107258,3.929921186,1.9140328269999998,1.8941456159999999,1.9089935340000002,,,0.2259,0.237029464,0.011129464000000006,0.011129464000000006,0.00012386496892729612,0.049267215582116004,0.286296679582116,0.248158928
63,80,0.53125,0.25,0.21875,10.54929704,23.98032486,6.374823237,6.374538676,119.99744869999999,90.01499572,90.00670112,3.7617238889999998,1.00004464,3.761891813,1.951068293,2.008560809,1.994193256,,,0.3131,0.288557928,0.02454207199999997,-0.02454207199999997,0.0006023132980531825,0.0783841328648993,0.36694206086489933,0.3131
64,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.9325386000000002,1.809718365,0.0,,,0.276,0.271105059,0.0048949410000000415,-0.0048949410000000415,2.3960447393481407e-05,0.017735293478261017,0.288840352478261,0.276
65,80,0.375,0.125,0.5,11.64554993,24.45968281,6.631781944,6.631361565,119.99180659999999,90.01524427,90.00715817,3.688251969,1.000063393,3.6884857760000003,2.049443702,2.117165925,2.032513146,,,0.4202,0.403469963,0.01673003700000003,-0.01673003700000003,0.00027989413802137004,0.03981446216087584,0.44328442516087585,0.4202
66,30,0.166666667,0.833333333,0.0,9.844917741,13.54246624,5.018493608,5.018022412,120.00018119999999,89.99798153,90.00341564,2.698512203,1.0000939009999998,2.698765595,1.942448309,1.942424106,0.0,,,0.0727,0.073110381,0.00041038100000000133,0.00041038100000000133,1.6841256516100108e-07,0.0056448555708390824,0.07875523657083909,0.073520762
67,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.9356239119999998,1.935623909,0.0,,,0.0762,0.08858025,0.012380249999999995,0.012380249999999995,0.0001532705900624999,0.1624704724409448,0.25105072244094484,0.1009605
68,80,0.40625,0.3125,0.28125,10.65846032,9.482809774,9.482540964,9.482496589,90.00283605,89.99716987,90.00311253,1.000028348,1.00000468,1.000033028,2.006955252,2.0041053069999997,2.004693991,,,0.221,0.21848338899999997,0.0025166110000000297,-0.0025166110000000297,6.333330925321149e-06,0.011387380090497872,0.22987076909049783,0.221
69,80,0.8125,0.1875,0.0,9.546973136,23.48789769,6.12790029,6.127599615,120.0047797,90.01418591,89.99902314,3.8329438430000002,1.0000490690000001,3.8331319219999997,1.8719408469999999,2.037247277,0.0,,,0.1723,0.17363137,0.0013313699999999984,0.0013313699999999984,1.7725460768999956e-06,0.007727045850261163,0.18135841585026116,0.17496274
70,80,0.375,0.4375,0.1875,10.66927167,24.05764929,6.400570459,6.400380196,119.99617669999999,90.01315873,90.00396029,3.758672675,1.000029727,3.7587844089999995,1.982746498,1.98270334,1.9826860769999999,,,0.2745,0.307113218,0.032613218,0.032613218,0.0010636219883155239,0.11880953734061929,0.4259227553406193,0.339726436
71,80,0.25,0.75,0.0,10.26645343,10.12759801,9.320626143,8.700793988,89.99894707,90.00196839,90.00206017,1.086579148,1.071238574,1.163985496,1.8138769419999998,1.84520765,0.0,,,0.066,0.067336282,0.0013362819999999942,0.0013362819999999942,1.7856495835239844e-06,0.02024669696969688,0.08758297896969688,0.06867256399999999
73,40,0.125,0.875,0.0,10.43802081,9.368339104,8.750637679,5.093025443999999,90.00203469,90.00194192,89.99767454,1.070589304,1.718160998,1.839444787,1.835142482,1.849450958,0.0,,,0.0546,0.053745965,0.000854035000000003,-0.000854035000000003,7.293757812250051e-07,0.01564166666666672,0.06938763166666673,0.0546
74,60,0.0,0.875,0.125,10.43462564,13.76576029,10.24911186,5.124025437,119.9999992,90.00067789,90.00027984,1.343117382,2.000207061,2.686512871,0.0,1.993236164,1.9932278959999998,,,0.1165,0.11010052699999999,0.006399473000000017,-0.006399473000000017,4.0953254677729215e-05,0.05493109871244649,0.16503162571244648,0.1165
75,80,0.40625,0.09375,0.5,11.63401868,10.60911544,9.685164562999999,9.058026042,90.00244968,90.00052776,89.99989207,1.095398573,1.069235672,1.171239229,1.931887851,1.9116988080000001,1.9078827059999999,,,0.2637,0.280797927,0.017097927000000013,0.017097927000000013,0.00029233910769732943,0.0648385551763368,0.3456364821763368,0.297895854
77,40,0.3125,0.375,0.3125,11.55082243,14.76097726,10.34360943,5.9924496110000005,30.33727706,90.98737302,91.14681800000001,1.4270625119999998,1.726107035,2.4632626419999997,2.042325316,2.0176117909999998,2.005107246,,,0.3358,0.354261369,0.018461369000000005,0.018461369000000005,0.00034082214535416117,0.05497727516378799,0.40923864416378797,0.372722738
78,40,0.625,0.0,0.375,10.91090859,9.495620894,8.865926881,5.184100321,90.00072418,90.00095227,90.00412272,1.071024048,1.710215145,1.8316815469999999,1.891995074,0.0,1.85099653,,,0.1857,0.22805106600000002,0.04235106600000002,0.04235106600000002,0.0017936127913363578,0.22806174474959623,0.45611281074959625,0.2704021320000001
80,80,0.25,0.09375,0.65625,12.39966838,10.85548435,9.877373521,9.251440812,90.00142694,90.00036707,89.99856958,1.099025396,1.0676578620000001,1.173383105,1.958414036,1.966428759,1.959790254,,,0.28300000000000003,0.295179099,0.012179098999999971,0.012179098999999971,0.0001483304524518003,0.04303568551236738,0.33821478451236736,0.30735819799999997
81,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.939692573,1.9437144919999998,0.0,,,0.1104,0.094416914,0.015983085999999994,-0.015983085999999994,0.0002554590380833958,0.14477432971014487,0.23919124371014489,0.1104
82,30,0.41666666700000005,0.583333333,0.0,9.515220528,13.41775505,4.956592661,4.956211098,120.0007253,89.99379777,90.00755694,2.7070521960000002,1.0000769870000001,2.7072606039999996,1.927987392,1.928003326,0.0,,,0.0622,0.07668383599999999,0.014483835999999993,0.014483835999999993,0.0002097815052748958,0.23285909967845647,0.3095429356784565,0.09116767199999998
83,80,0.15625,0.09375,0.75,12.87477556,11.00330845,9.992703359,9.36749288,90.00078818,90.00029216,89.99767898,1.101134303,1.066742563,1.174626828,1.9714203319999999,2.009135778,1.985233344,,,0.255,0.239548535,0.015451464999999998,-0.015451464999999998,0.00023874777064622493,0.060593980392156854,0.30014251539215686,0.255
84,80,0.0,0.21875,0.78125,12.86503998,10.09648141,10.09637842,10.09637465,89.99792640000001,90.00135169,90.00151725,1.000010201,1.000000373,1.000010574,0.0,2.1443073580000003,2.1327178769999997,,,0.0723,0.095281294,0.022981294,0.022981294,0.000528139873914436,0.3178602213001383,0.4131415153001383,0.118262588
85,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.938195343,1.9454113530000001,0.0,,,0.1136,0.09162141800000001,0.021978581999999997,-0.021978581999999997,0.00048305806673072383,0.1934734330985915,0.2850948510985915,0.1136
86,80,0.75,0.0625,0.1875,10.15607608,10.10178823,9.288849998,8.658760447,90.00459636,90.00099387,90.0018461,1.08751764,1.072769024,1.166655238,1.8260260330000002,1.860021845,1.8427221219999999,,,0.1836,0.20076134399999998,0.017161343999999967,0.017161343999999967,0.0002945117278863349,0.09347137254901942,0.2942327165490194,0.21792268799999995
87,40,0.5625,0.4375,0.0,9.845804916,9.201352092999999,8.576193697,4.990740491,90.00174832,90.00228371,90.00203443,1.072894622,1.7184210869999998,1.843684742,1.834441609,1.782367562,0.0,,,0.0303,0.030341615,4.161499999999832e-05,4.161499999999832e-05,1.73180822499986e-09,0.001373432343234268,0.031715047343234264,0.030383229999999997
88,40,0.3125,0.6875,0.0,10.18138123,9.296770363,8.675872899,5.049186435,90.00193072,90.00211323,89.99957546,1.071565994,1.71827145,1.841241254,1.866202252,1.816790247,0.0,,,0.0453,0.046376848,0.0010768479999999983,0.0010768479999999983,1.1596016151039963e-06,0.023771479028697536,0.07014832702869753,0.047453696
89,30,0.833333333,0.083333333,0.083333333,9.207334684,13.30333851,4.89661795,4.896385643,120.0017557,89.98682032,90.01411490000001,2.716842246,1.000047445,2.716971146,1.905993958,1.905960594,1.905960602,,,0.0901,0.108453124,0.018353124,0.018353124,0.00033683716055937595,0.20369726970033294,0.31215039370033293,0.126806248
91,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698187999999,9.049472106,90.00306153,89.99831259999999,90.00393159,1.000051317,1.0000249829999999,1.000076301,1.9150498059999999,1.90757696,0.0,,,0.0873,0.069748878,0.017551122000000002,-0.017551122000000002,0.00030804188345888407,0.20104378006872856,0.27079265806872854,0.0873
92,80,0.0625,0.21875,0.71875,12.85135286,24.976703699999998,6.894039294,6.893517676,119.9865908,90.00971664,89.99165817,3.622941883,1.000075668,3.6232160230000003,2.125943735,2.145319899,2.120013765,,,0.3153,0.308742211,0.006557789000000036,-0.006557789000000036,4.3004596568521474e-05,0.020798569616238615,0.3295407806162386,0.3153
93,80,0.46875,0.25,0.28125,10.57035324,9.456622841,9.456363316000001,9.456257097,90.0025834,89.99759516,90.00300178,1.000027444,1.000011233,1.000038677,1.9985757259999999,1.996585839,2.00501943,,,0.2209,0.22460677899999998,0.0037067789999999656,0.0037067789999999656,1.3740210554840745e-05,0.016780348574015235,0.2413871275740152,0.22831355799999994
95,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.935573384,1.935649173,0.0,,,0.0665,0.075453407,0.008953406999999997,0.008953406999999997,8.016349690764894e-05,0.13463769924812025,0.21009110624812025,0.084406814
96,80,0.28125,0.3125,0.40625,11.48352936,24.40958873,6.5922052639999995,6.591875825,119.9920512,90.01106019,90.0041692,3.702795613,1.000049977,3.702980666,2.053313835,2.03826981,2.027821588,,,0.3576,0.35901631,0.0014163100000000317,0.0014163100000000317,2.00593401610009e-06,0.003960598434004563,0.36297690843400454,0.36043262000000004
98,80,0.0,0.65625,0.34375,11.90180871,24.83096149,6.36144486,6.2291837999999995,90.00025002,104.6112719,90.00009326,3.903352467,1.021232486,3.986230345,0.0,1.918218169,1.96443494,,,0.0226,0.017284575,0.005315424999999999,-0.005315424999999999,2.8253742930624984e-05,0.23519579646017694,0.25248037146017693,0.0226
99,40,0.0,0.9375,0.0625,10.8074524,9.469076664,8.852914123,5.1569086639999995,90.00170859,90.00149416,89.99665863,1.069599968,1.716709506,1.8361924330000001,0.0,1.8719898000000001,1.834278593,,,0.0609,0.061504947000000004,0.0006049470000000015,0.0006049470000000015,3.659608728090018e-07,0.009933448275862093,0.0714383952758621,0.062109894000000006
