@relation wpo_1_0_0 caption="WPO 1.0.0" description="generated from ngram/random_state_14/split_6/.csv"
@attribute id numeric
@attribute Natoms numeric
@attribute percent_atom_al numeric
@attribute percent_atom_ga numeric
@attribute percent_atom_in numeric
@attribute vol_per_atom numeric
@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute alpha numeric
@attribute beta numeric
@attribute gamma numeric
@attribute a_b numeric
@attribute b_c numeric
@attribute a_c numeric
@attribute ecn_bond_dist_Al-Ga numeric
@attribute ecn_bond_dist_Al-In numeric
@attribute ecn_bond_dist_Al-O numeric
@attribute ecn_bond_dist_Ga-Al numeric
@attribute ecn_bond_dist_Ga-In numeric
@attribute ecn_bond_dist_Ga-O numeric
@attribute ecn_bond_dist_In-Al numeric
@attribute ecn_bond_dist_In-Ga numeric
@attribute ecn_bond_dist_In-O numeric
@attribute ecn_bond_dist_O-Al numeric
@attribute ecn_bond_dist_O-Ga numeric
@attribute ecn_bond_dist_O-In numeric
@attribute Ef numeric
@attribute ngram_predE numeric
@attribute abs_error numeric
@attribute error numeric
@attribute sq_error numeric
@attribute norm_abs_error numeric
@attribute sum_Ef_and_normalized_error numeric
@attribute sum_pred_Ef_and_abs_error numeric
@data
30,30,0.333333333,0.166666667,0.5,11.0963793,14.0199455,5.236398118,5.235985742,120.00121,89.99525994,90.00458268,2.677402517,1.000078758,2.677613384,0.767165956,2.864443104,2.032357845,1.534331912,2.864443104,2.032330461,3.008197731,3.326960306,2.032421734,1.733042206,1.394308442,2.052111496,0.2301,0.224004923,0.006095077,-0.006095077,3.71499636359e-05,0.0264888179053,0.250493740905,0.2301
31,40,0.1875,0.0625,0.75,12.82525339,9.980773093,9.355035529,5.494350016,90.00034219,89.99777278,90.00109958,1.066887781,1.702664647,1.816552106,0.0,3.304538659,2.014460598,0.0,3.21119859,2.027686267,2.610434869,2.331245584,1.971069918,1.060325954,0.547851406,2.012279772,0.2622,0.259684413,0.002515587,-0.002515587,6.32817795457e-06,0.00959415331808,0.269278566318,0.2622
32,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557853,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,3.20220484,3.208395231,1.900470611,3.218250424,3.272994261,1.884623306,3.151513291,3.232970294,1.91983954,1.762100492,1.532811197,1.494446696,0.1363,0.136309722,9.72199999999e-06,9.72199999999e-06,9.45172839998e-11,7.13279530447e-05,0.136381049953,0.136319444
33,80,0.0,0.75,0.25,11.40987419,24.4204421,6.569428112,6.569302627,119.9908392,89.99482624,90.00394408,3.71728584,1.000019102,3.717356847,0.0,0.0,0.0,0.0,3.49062326,1.986998883,0.0,3.284720195,2.168237971,0.0,1.966297001,2.054741457,0.1027,0.101383285,0.001316715,-0.001316715,1.73373839122e-06,0.0128209834469,0.114204268447,0.1027
36,80,0.0625,0.0,0.9375,13.70538083,11.25513759,10.1875789,9.562232566,90.00040514,90.00038499,89.99603213,1.104790225,1.065397524,1.177040771,0.0,3.328761173,1.996929982,0.0,0.0,0.0,2.147055723,0.0,2.029321698,0.561429485,0.0,2.058887209,0.2113,0.215451842,0.004151842,0.004151842,1.7237791993e-05,0.0196490392806,0.235100881281,0.219603684
37,30,0.75,0.083333333,0.166666667,9.544726419,13.43834207,4.960431891,4.960168635,120.0016633,89.98858334,90.01230993,2.709107264,1.000053074,2.709251047,1.000126347,2.404168032,1.929739122,2.745614545,3.635237979,1.929767934,2.745614545,1.817618989,1.929703118,1.929854999,0.662963008,1.325926023,0.1702,0.166136702,0.004063298,-0.004063298,1.65103906368e-05,0.023873666275,0.190010368275,0.1702
38,60,0.0,0.583333333,0.416666667,11.32220954,14.09279273,10.5515239,5.275232625,120.0004194,90.0001863,89.99962079,1.335616814,2.000200683,2.671501663,0.0,0.0,0.0,0.0,3.120322237,2.049702639,0.0,3.038334987,2.049701853,0.0,1.954278739,1.612657682,0.1592,0.145146514,0.014053486,-0.014053486,0.000197500468752,0.0882756658291,0.233422179829,0.1592
41,30,0.583333333,0.416666667,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631,1.000065424,2.713040586,2.18351616,0.0,1.90434546,3.056922626,0.0,1.90433208,0.0,0.0,0.0,1.610294393,1.292894221,0.0,0.0685,0.088713694,0.020213694,0.020213694,0.000408593425126,0.295090423358,0.383804117358,0.108927388
42,80,0.75,0.125,0.125,9.968067841,10.03246407,9.235830653,8.606318207,90.00434539,90.00114756,90.00203863,1.086254658,1.073145384,1.165709172,2.52681533,3.087659013,1.815667854,2.97372092,2.351966742,1.830628015,3.018295421,2.381915033,1.832145004,1.874785703,0.688329262,0.814064782,0.1549,0.150402718,0.004497282,-0.004497282,2.02255453875e-05,0.0290334538412,0.179436171841,0.1549
43,30,0.583333333,0.416666667,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631,1.000065424,2.713040586,3.083079324,0.0,1.912749384,2.931814382,0.0,1.912736164,0.0,0.0,0.0,1.932459444,1.613658012,0.0,0.0578,0.074603512,0.016803512,0.016803512,0.000282358015534,0.290718200692,0.365321712692,0.091407024
45,40,0.0625,0.625,0.3125,11.95589085,14.67157584,6.13564973,6.134320616,119.998232,90.00571443,90.00094165,2.391201663,1.000216668,2.391719761,3.019162073,3.019162011,2.109646147,1.97932599,3.28407795,2.008368519,0.603832402,3.028814375,2.109485893,0.527589893,1.878741711,1.582236857,0.311,0.297498608,0.013501392,-0.013501392,0.000182287585938,0.0434128360129,0.340911444013,0.311
46,20,0.875,0.125,0.0,9.825783202,12.00619851,5.698058622,2.9601018,89.99910604,90.00028135,103.9713649,2.107068268,1.924953602,4.056008651,1.892540335,0.0,1.851334375,3.208618925,0.0,1.794424201,0.0,0.0,0.0,1.836580376,0.451974344,0.0,0.0244,0.024859012,0.000459012,0.000459012,2.10692016144e-07,0.0188119672131,0.0436709792131,0.025318024
47,80,0.46875,0.15625,0.375,11.32277188,24.33546073,6.24561864,6.16575415,89.99972578,104.8526075,90.00016571,3.896405165,1.012952915,3.946874971,2.653429466,3.255026703,1.882398519,3.226982627,3.195705705,1.889869266,3.237821434,2.974226278,1.914149196,1.553404577,0.859298094,1.658787599,0.1631,0.157144201,0.005955799,-0.005955799,3.54715417284e-05,0.0365162415696,0.19366044257,0.1631
48,30,0.416666667,0.0,0.583333333,11.23365277,14.07181433,5.258961237,5.258578113,120.0014963,89.99389355,90.00569809,2.675778295,1.000072857,2.675973244,0.0,3.048859854,2.040901313,0.0,0.0,0.0,3.123353849,0.0,2.040881621,2.060662527,0.0,2.040955325,0.2149,0.232657681,0.017757681,0.017757681,0.000315335234498,0.0826322987436,0.315289979744,0.250415362
49,80,0.84375,0.15625,0.0,9.508944386,23.46444718,6.118761804,6.118437912,120.0051475,90.01291117,89.99939554,3.834835859,1.000052937,3.835038864,3.148348253,0.0,1.875364726,3.059063887,0.0,2.03441673,0.0,0.0,0.0,1.870598771,1.102106155,0.0,0.181,0.18093539,6.461e-05,-6.461e-05,4.1744521e-09,0.000356961325967,0.181292351326,0.181
50,80,0.0,0.4375,0.5625,12.13748527,9.902419881,9.902400267,9.90231848,90.00238208,90.00271928,89.99642094,1.000001981,1.000008259,1.00001024,0.0,0.0,0.0,0.0,3.274008578,2.095187307,0.0,3.274440786,2.093432499,0.0,2.022872529,2.105206476,0.123,0.135024538,0.012024538,0.012024538,0.000144589514113,0.0977604715447,0.232785009545,0.147049076
51,80,0.40625,0.34375,0.25,11.07966485,24.4334132,6.19343584,6.050113632,89.99976003,104.5021459,90.00017102,3.945049861,1.023689176,4.038504842,2.9720978,3.252338451,1.894006793,3.243457873,3.21016102,1.886734982,3.185813653,3.209931016,1.915432665,1.573245446,1.441212062,1.36863905,0.1557,0.15098803,0.00471197,-0.00471197,2.22026612809e-05,0.0302631342325,0.181251164232,0.1557
52,80,0.0,0.75,0.25,11.40975899,10.52175985,9.62814765,9.010218682,89.99744125,90.00081735,90.00046748,1.092812474,1.068580907,1.167758544,0.0,0.0,0.0,0.0,3.378119279,1.916175624,0.0,3.305471574,1.87020701,0.0,1.964485639,1.376507693,0.0844,0.085478592,0.001078592,0.001078592,1.16336070246e-06,0.0127795260664,0.0982581180664,0.086557184
53,80,0.40625,0.0,0.59375,11.62066044,9.759898634,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.000000916,1.00003299,1.000033906,0.0,3.224492526,2.059357953,0.0,0.0,0.0,3.280849712,0.0,2.067292974,1.780482098,0.0,2.074797966,0.2436,0.23937026,0.00422974,-0.00422974,1.78907004676e-05,0.0173634646962,0.256733724696,0.2436
54,80,0.65625,0.3125,0.03125,9.831409034,23.64536656,6.197652024,6.197436194,120.0022693,90.01738109,89.99986775,3.815213644,1.000034826,3.815346511,3.234361149,0.953248875,1.929837641,3.098703728,1.00077156,1.923524821,3.098718097,3.098667775,1.788826689,1.875386193,1.414034728,0.192555125,0.2856,0.278213422,0.007386578,-0.007386578,5.45615345501e-05,0.0258633683473,0.304076790347,0.2856
57,80,0.40625,0.34375,0.25,10.56527582,9.455103491,9.454806459,9.454790243,90.00304465,89.99695558,90.00328182,1.000031416,1.000001715,1.000033131,3.126329675,2.960932464,1.999054939,3.129768685,3.166469739,2.00016448,3.239274419,3.127866041,1.999567794,1.722140856,1.600296116,1.222157219,0.2037,0.211470142,0.007770142,0.007770142,6.03751067002e-05,0.0381450270005,0.249615169,0.219240284
59,40,0.0625,0.1875,0.75,13.02410906,10.02849481,9.404865667,5.523567492,90.00014028,89.99739432,89.99984777,1.066309203,1.702679596,1.815582923,3.496324194,3.228293564,2.037899136,2.350483207,3.310832586,1.982668446,1.755599325,3.473259173,1.991883028,0.550674151,1.119603165,2.058883425,0.1755,0.163813248,0.011686752,-0.011686752,0.00013658017231,0.0665911794872,0.230404427487,0.1755
61,40,0.0,0.125,0.875,13.95290994,15.93976235,11.08284985,6.367307372,30.35649238,100.9507763,99.40236816,1.438236786,1.740586594,2.503375669,0.0,0.0,0.0,0.0,3.319061402,1.991870566,0.0,2.188140977,2.006365128,0.0,0.80605676,2.032968502,0.3208,0.294515023,0.026284977,-0.026284977,0.000690900015891,0.0819357138404,0.37645073684,0.3208
63,80,0.53125,0.25,0.21875,10.54929704,23.98032486,6.374823237,6.374538676,119.9974487,90.01499572,90.00670112,3.761723889,1.00004464,3.761891813,3.264960151,2.741325077,1.951068293,3.187340478,3.311028216,2.008560809,3.187366025,3.187394043,1.994193256,1.877417845,1.513819917,1.360751857,0.3131,0.288557928,0.024542072,-0.024542072,0.000602313298053,0.0783841328649,0.366942060865,0.3131
64,80,0.78125,0.21875,0.0,9.585288275,23.5113523,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,3.242642391,0.0,1.9325386,3.068315093,0.0,1.809718365,0.0,0.0,0.0,1.903306005,1.125899762,0.0,0.276,0.271105059,0.004894941,-0.004894941,2.39604473935e-05,0.0177352934783,0.288840352478,0.276
65,80,0.375,0.125,0.5,11.64554993,24.45968281,6.631781944,6.631361565,119.9918066,90.01524427,90.00715817,3.688251969,1.000063393,3.688485776,1.405953056,3.412809315,2.049443702,3.3158628,3.606934684,2.117165925,3.388656585,1.352651798,2.032513146,1.759202682,0.521791382,1.876518369,0.4202,0.403469963,0.016730037,-0.016730037,0.000279894138021,0.0398144621609,0.443284425161,0.4202
67,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.0005424,89.995212,90.00617042,2.704182306,1.000082681,2.704405889,2.104366943,0.0,1.935623912,1.471844096,0.0,1.935623909,0.0,0.0,0.0,1.3100288,1.955243445,0.0,0.0762,0.08858025,0.01238025,0.01238025,0.000153270590062,0.162470472441,0.251050722441,0.1009605
68,80,0.40625,0.3125,0.28125,10.65846032,9.482809774,9.482540964,9.482496589,90.00283605,89.99716987,90.00311253,1.000028348,1.00000468,1.000033028,3.136765788,3.174094047,2.006955252,3.13456132,3.22718817,2.004105307,3.134727246,3.140254543,2.004693991,1.728869542,1.611428971,1.39928439,0.221,0.218483389,0.002516611,-0.002516611,6.33333092532e-06,0.0113873800905,0.22987076909,0.221
70,80,0.375,0.4375,0.1875,10.66927167,24.05764929,6.400570459,6.400380196,119.9961767,90.01315873,90.00396029,3.758672675,1.000029727,3.758784409,3.200237122,1.949218743,1.982746498,3.247242892,2.379885422,1.98270334,2.721847401,3.200292616,1.982686077,1.649575185,1.90822332,1.082490996,0.2745,0.307113218,0.032613218,0.032613218,0.00106362198832,0.118809537341,0.425922755341,0.339726436
71,80,0.25,0.75,0.0,10.26645343,10.12759801,9.320626143,8.700793988,89.99894707,90.00196839,90.00206017,1.086579148,1.071238574,1.163985496,3.057945105,0.0,1.813876942,2.919363237,0.0,1.84520765,0.0,0.0,0.0,1.366115542,1.85033832,0.0,0.066,0.067336282,0.001336282,0.001336282,1.78564958352e-06,0.0202466969697,0.0875829789697,0.068672564
72,80,0.40625,0.59375,0.0,9.839302929,9.233465017,9.233144691,9.232939158,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,3.050392332,0.0,1.950175757,3.054741111,0.0,1.954348402,0.0,0.0,0.0,1.767739838,1.961991578,0.0,0.1092,0.095964682,0.013235318,-0.013235318,0.000175173642561,0.121202545788,0.217167227788,0.1092
73,40,0.125,0.875,0.0,10.43802081,9.368339104,8.750637679,5.093025444,90.00203469,90.00194192,89.99767454,1.070589304,1.718160998,1.839444787,3.003515546,0.0,1.835142482,2.801818172,0.0,1.849450958,0.0,0.0,0.0,0.823912052,1.88120404,0.0,0.0546,0.053745965,0.000854035,-0.000854035,7.29375781225e-07,0.0156416666667,0.0693876316667,0.0546
74,60,0.0,0.875,0.125,10.43462564,13.76576029,10.24911186,5.124025437,119.9999992,90.00067789,90.00027984,1.343117382,2.000207061,2.686512871,0.0,0.0,0.0,0.0,2.692790619,1.993236164,0.0,2.925616846,1.993227896,0.0,1.99327077,0.848883984,0.1165,0.110100527,0.006399473,-0.006399473,4.09532546777e-05,0.0549310987124,0.165031625712,0.1165
75,80,0.40625,0.09375,0.5,11.63401868,10.60911544,9.685164563,9.058026042,90.00244968,90.00052776,89.99989207,1.095398573,1.069235672,1.171239229,2.243087612,3.251980089,1.931887851,3.116029954,3.328127098,1.911698808,3.283946723,2.149960663,1.907882706,1.919892817,0.552420368,1.717529657,0.2637,0.280797927,0.017097927,0.017097927,0.000292339107697,0.0648385551763,0.345636482176,0.297895854
76,80,0.8125,0.125,0.0625,9.72537483,23.56820721,6.174322769,6.173980478,120.0034686,90.0124262,90.00374008,3.817132355,1.000055441,3.81734398,2.908889711,1.931671179,1.926618072,3.086915967,2.404276161,1.84921928,3.086915967,3.087075812,1.916403662,1.901514206,0.831963665,0.570976868,0.2881,0.290180464,0.002080464,0.002080464,4.3283304553e-06,0.0072213259285,0.297401789928,0.292260928
77,40,0.3125,0.375,0.3125,11.55082243,14.76097726,10.34360943,5.992449611,30.33727706,90.98737302,91.146818,1.427062512,1.726107035,2.463262642,3.099828844,3.107802565,2.042325316,3.159068077,3.182234977,2.017611791,3.211020041,3.218489257,2.005107246,1.709248649,1.593090245,1.6817874,0.3358,0.354261369,0.018461369,0.018461369,0.000340822145354,0.0549772751638,0.409238644164,0.372722738
78,40,0.625,0.0,0.375,10.91090859,9.495620894,8.865926881,5.184100321,90.00072418,90.00095227,90.00412272,1.071024048,1.710215145,1.831681547,0.0,3.316069737,1.891995074,0.0,0.0,0.0,3.280925289,0.0,1.85099653,1.976443399,0.0,1.435555984,0.1857,0.228051066,0.042351066,0.042351066,0.00179361279134,0.22806174475,0.45611281075,0.270402132
79,80,0.46875,0.34375,0.1875,10.54192263,10.23326933,9.396194638,8.770884719,90.00190713,90.00106874,90.00152378,1.089086564,1.071293825,1.16673171,3.191273881,2.716451406,1.851195912,3.052267297,3.152614348,1.864060306,3.118262827,3.116309921,1.844821684,1.649562108,1.553305445,1.154702013,0.1661,0.173244415,0.007144415,0.007144415,5.10426656922e-05,0.0430127332932,0.216257148293,0.18038883
80,80,0.25,0.09375,0.65625,12.39966838,10.85548435,9.877373521,9.251440812,90.00142694,90.00036707,89.99856958,1.099025396,1.067657862,1.173383105,2.880850685,3.247429794,1.958414036,3.186666105,3.29001121,1.966428759,3.193352699,2.471571455,1.959790254,1.405999557,0.766328065,1.932404089,0.283,0.295179099,0.012179099,0.012179099,0.000148330452452,0.0430356855124,0.338214784512,0.307358198
81,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.000055356,3.034123396,0.0,1.939692573,3.036416826,0.0,1.943714492,0.0,0.0,0.0,1.874876728,1.796213245,0.0,0.1104,0.094416914,0.015983086,-0.015983086,0.000255459038083,0.14477432971,0.23919124371,0.1104
