id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Unnamed: 23,Unnamed: 24,Ef,ngram_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
21,40,0.0,0.875,0.125,11.00580623,9.522099869,8.905346959,5.1915647819999995,90.00137072,90.00116567,89.9969272,1.069256472,1.7153492890000002,1.834148329,0.0,1.88312843,1.8686276259999999,,,0.0819,0.08516374800000001,0.0032637480000000108,0.0032637480000000108,1.065205100750407e-05,0.03985040293040306,0.12501415093040308,0.08842749600000002
22,80,0.59375,0.28125,0.125,10.1786163,10.10550893,9.295464404,8.668609687,90.00286445,90.00122796,90.00190259,1.0871440620000001,1.072313178,1.165758904,1.846009882,1.806331708,1.826835393,,,0.1436,0.129752376,0.013847624000000003,-0.013847624000000003,0.00019175669044537607,0.09643192200557105,0.22618429800557105,0.1436
23,80,0.34375,0.28125,0.375,11.49753965,24.46537383,6.28116951,6.191199181,89.99986972,104.8096343,90.00014540000001,3.8950348010000004,1.014531971,3.951637335,1.89838974,1.89046421,1.9247138209999999,,,0.127,0.12154870400000001,0.005451295999999994,-0.005451295999999994,2.971662807961594e-05,0.04292359055118106,0.16447229455118106,0.127
24,80,0.75,0.09375,0.15625,10.0617795,10.06712591,9.26234026,8.632539077999999,90.00447188,90.00106576,90.00194473,1.086887938,1.072956656,1.166183648,1.823433272,1.836901034,1.8281913890000001,,,0.2016,0.20004798899999998,0.0015520110000000198,-0.0015520110000000198,2.4087381441210615e-06,0.00769846726190486,0.20774645626190485,0.2016
25,80,0.34375,0.65625,0.0,10.51355203,24.56436456,6.07129481,5.806790959,89.99975675,103.7800013,90.00019342,4.045984478,1.045550779,4.230282222,1.874468883,1.895060954,0.0,,,0.0297,0.031712975,0.0020129749999999967,0.0020129749999999967,4.052068350624987e-06,0.06777693602693591,0.09948991102693591,0.03372594999999999
26,80,0.0,0.25,0.75,13.03547493,24.7237663,6.646894016,6.58880912,90.00034821,90.00004771,105.61084679999999,3.7195968880000003,1.00881569,3.7523877,0.0,1.946621198,1.9472213980000002,,,0.1281,0.130367953,0.002267953000000017,0.002267953000000017,5.143610810209077e-06,0.017704551131928314,0.14807250413192832,0.13263590600000003
27,80,0.28125,0.15625,0.5625,12.03092789,10.73687961,9.785905639,9.160306471,90.00143056,90.00039324,89.99923391,1.097177922,1.0682945670000001,1.172109213,1.949465521,1.922941684,1.939944687,,,0.2643,0.279958462,0.01565846200000004,0.01565846200000004,0.0002451874322054452,0.05924503216042391,0.33920349416042395,0.29561692400000006
28,30,0.25,0.333333333,0.41666666700000005,10.96022989,13.96807747,5.213835882,5.213394156000001,120.0009231,89.99661903,90.00347118,2.679040497,1.0000847290000001,2.679267489,2.0238559819999997,2.023869617,2.023877815,,,0.235,0.20531690600000002,0.029683093999999965,-0.029683093999999965,0.000881086069412834,0.1263110382978722,0.33162794429787223,0.235
29,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,2.1016622380000003,2.09897178,,,0.1146,0.131784416,0.017184415999999994,0.017184415999999994,0.0002953041532610558,0.14995127399650957,0.28173568999650955,0.148968832
31,40,0.1875,0.0625,0.75,12.82525339,9.980773093,9.355035529,5.494350016,90.00034219,89.99777278,90.00109958,1.066887781,1.702664647,1.8165521059999998,2.0144605980000003,2.027686267,1.9710699180000002,,,0.2622,0.259684413,0.002515586999999986,-0.002515586999999986,6.328177954568928e-06,0.00959415331807775,0.26927856631807773,0.2622
33,80,0.0,0.75,0.25,11.40987419,24.4204421,6.569428112000001,6.569302627000001,119.9908392,89.99482624,90.00394408,3.71728584,1.000019102,3.717356847,0.0,1.986998883,2.168237971,,,0.1027,0.101383285,0.001316714999999996,-0.001316714999999996,1.7337383912249898e-06,0.012820983446932777,0.11420426844693278,0.1027
34,80,0.40625,0.21875,0.375,11.4099298,24.400415300000002,6.26339407,6.178474797000001,89.99979795,104.8310905,90.00015551,3.895717725,1.013744375,3.94926193,1.8856650590000001,1.8967494130000002,1.919431285,,,0.1599,0.150701482,0.009198517999999989,-0.009198517999999989,8.46127333963238e-05,0.05752669168230137,0.20822817368230137,0.1599
35,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154671974,2.154671974,2.162284804,,,0.039,0.049517299,0.010517299,0.010517299,0.00011061357825540102,0.26967433333333335,0.31919163233333336,0.060034598
36,80,0.0625,0.0,0.9375,13.70538083,11.25513759,10.1875789,9.562232566,90.00040514,90.00038499,89.99603213,1.104790225,1.065397524,1.177040771,1.996929982,0.0,2.029321698,,,0.2113,0.215451842,0.004151842000000017,0.004151842000000017,1.723779199296414e-05,0.019649039280643713,0.23510088128064371,0.21960368400000002
37,30,0.75,0.083333333,0.166666667,9.544726419,13.43834207,4.960431891,4.960168635,120.00166329999999,89.98858334,90.01230993,2.7091072639999996,1.000053074,2.709251047,1.929739122,1.929767934,1.9297031180000002,,,0.1702,0.166136702,0.004063297999999993,-0.004063297999999993,1.6510390636803943e-05,0.023873666274970583,0.1900103682749706,0.1702
39,80,0.5,0.125,0.375,11.08951074,10.42663313,9.543332525,8.915757023,90.00292297,90.00067993,90.00072996,1.09255683,1.07038948,1.169461337,1.8901151369999998,1.879530634,1.885085356,,,0.2275,0.22178420899999998,0.005715791000000026,-0.005715791000000026,3.2670266755681296e-05,0.025124356043956155,0.24690856504395614,0.2275
40,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.944214562,1.9385895709999998,0.0,,,0.1005,0.09347593800000001,0.007024061999999998,-0.007024061999999998,4.9337446979843965e-05,0.06989116417910445,0.16336710217910444,0.1005
41,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.90434546,1.90433208,0.0,,,0.0685,0.08871369400000001,0.020213694000000004,0.020213694000000004,0.00040859342512563615,0.2950904233576643,0.3838041173576643,0.10892738800000001
42,80,0.75,0.125,0.125,9.968067841,10.03246407,9.235830652999999,8.606318207000001,90.00434539,90.00114756,90.00203863,1.0862546579999999,1.073145384,1.1657091720000001,1.815667854,1.830628015,1.832145004,,,0.1549,0.15040271800000002,0.004497281999999991,-0.004497281999999991,2.022554538752392e-05,0.029033453841187804,0.17943617184118782,0.1549
43,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.912749384,1.912736164,0.0,,,0.0578,0.074603512,0.016803512,0.016803512,0.000282358015534144,0.2907182006920415,0.3653217126920415,0.091407024
44,80,0.3125,0.0,0.6875,12.06359253,9.882377267999999,9.882301318,9.882051795,89.99931402,90.00076379,90.00123190000001,1.000007685,1.00002525,1.000032936,2.094107948,0.0,2.088089552,,,0.2332,0.20441803,0.02878196999999999,-0.02878196999999999,0.0008284017970808994,0.12342182675814747,0.3278398567581475,0.2332
47,80,0.46875,0.15625,0.375,11.32277188,24.33546073,6.24561864,6.16575415,89.99972578,104.85260749999999,90.00016571,3.896405165,1.012952915,3.946874971,1.882398519,1.889869266,1.9141491959999999,,,0.1631,0.15714420099999998,0.005955799000000012,-0.005955799000000012,3.547154172840114e-05,0.03651624156958928,0.19366044256958925,0.1631
48,30,0.41666666700000005,0.0,0.583333333,11.23365277,14.07181433,5.258961237,5.258578113,120.0014963,89.99389355,90.00569809,2.675778295,1.000072857,2.675973244,2.040901313,0.0,2.040881621,,,0.2149,0.232657681,0.017757680999999997,0.017757680999999997,0.0003153352344977609,0.08263229874360166,0.3152899797436017,0.25041536200000003
49,80,0.84375,0.15625,0.0,9.508944386,23.46444718,6.118761804,6.118437912,120.0051475,90.01291117,89.99939554,3.8348358589999996,1.000052937,3.835038864,1.875364726,2.03441673,0.0,,,0.18100000000000002,0.18093539,6.461000000002048e-05,-6.461000000002048e-05,4.174452100002647e-09,0.00035696132596696396,0.18129235132596697,0.18100000000000002
50,80,0.0,0.4375,0.5625,12.13748527,9.902419881,9.902400267,9.90231848,90.00238208,90.00271928,89.99642094,1.000001981,1.0000082590000001,1.00001024,0.0,2.0951873069999998,2.093432499,,,0.12300000000000001,0.135024538,0.012024537999999987,0.012024537999999987,0.0001445895141134437,0.09776047154471533,0.23278500954471532,0.147049076
51,80,0.40625,0.34375,0.25,11.07966485,24.433413199999997,6.19343584,6.050113632,89.99976003,104.5021459,90.00017102,3.945049861,1.023689176,4.038504842,1.8940067930000002,1.886734982,1.915432665,,,0.1557,0.15098803,0.00471197000000001,-0.00471197000000001,2.2202661280900093e-05,0.030263134232498455,0.18125116423249846,0.1557
52,80,0.0,0.75,0.25,11.40975899,10.52175985,9.62814765,9.010218682,89.99744125,90.00081735,90.00046748,1.092812474,1.068580907,1.167758544,0.0,1.916175624,1.87020701,,,0.0844,0.08547859199999999,0.0010785919999999893,0.0010785919999999893,1.163360702463977e-06,0.012779526066350584,0.09825811806635057,0.08655718399999998
53,80,0.40625,0.0,0.59375,11.62066044,9.759898633999999,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.0000009159999999,1.00003299,1.0000339059999999,2.059357953,0.0,2.067292974,,,0.2436,0.23937026,0.00422974000000001,-0.00422974000000001,1.789070046760008e-05,0.017363464696223355,0.25673372469622335,0.2436
54,80,0.65625,0.3125,0.03125,9.831409034,23.64536656,6.197652024,6.197436194,120.0022693,90.01738109,89.99986775,3.815213644,1.000034826,3.8153465110000004,1.929837641,1.923524821,1.788826689,,,0.2856,0.278213422,0.0073865780000000325,-0.0073865780000000325,5.456153455008448e-05,0.025863368347339048,0.30407679034733903,0.2856
55,40,0.625,0.375,0.0,10.034957400000001,14.07817644,9.942526368,5.721524782,30.13322962,93.23819659,92.81262779999999,1.415955655,1.73774068,2.460563744,1.898526335,1.893705505,0.0,,,0.1369,0.091930132,0.044969867999999996,-0.044969867999999996,0.0020222890279374237,0.3284869831994156,0.4204171151994156,0.1369
56,40,0.0,0.25,0.75,13.51163656,15.75931828,10.96857936,6.2964219429999995,30.32114061,100.3830783,98.85650186,1.436769317,1.742033723,2.502900603,0.0,2.002450215,1.994137024,,,0.23800000000000002,0.316760687,0.07876068699999997,0.07876068699999997,0.006203245816711964,0.33092725630252084,0.6476879433025209,0.395521374
57,80,0.40625,0.34375,0.25,10.56527582,9.455103491000001,9.454806459,9.454790243,90.00304465,89.99695558,90.00328182,1.000031416,1.000001715,1.000033131,1.999054939,2.00016448,1.999567794,,,0.2037,0.211470142,0.007770142000000008,0.007770142000000008,6.0375106700164116e-05,0.03814502700049096,0.24961516900049097,0.219240284
58,80,0.625,0.3125,0.0625,9.962104387,23.70900194,6.230303441,6.230083476,120.00128889999999,90.01697071,90.00137685,3.80543294,1.000035307,3.805567298,1.90599412,1.959932431,2.067637325,,,0.201,0.2010118,1.1799999999978494e-05,1.1799999999978494e-05,1.3923999999949248e-10,5.8706467661584544e-05,0.20107050646766159,0.20102359999999997
59,40,0.0625,0.1875,0.75,13.02410906,10.02849481,9.404865667000001,5.523567492000001,90.00014028,89.99739432,89.99984777,1.0663092029999999,1.7026795959999999,1.815582923,2.037899136,1.982668446,1.9918830280000002,,,0.1755,0.163813248,0.011686751999999995,-0.011686751999999995,0.00013658017230950387,0.06659117948717946,0.23040442748717946,0.1755
60,40,0.6875,0.3125,0.0,9.936978706,14.018381900000001,9.907997081,5.706419743,30.14104408,92.87968257,92.55174189,1.414855271,1.73628957,2.456598451,1.928169129,1.824882005,0.0,,,0.0822,0.087606503,0.005406503000000007,0.005406503000000007,2.9230274689009074e-05,0.06577254257907551,0.1533790455790755,0.09301300600000001
62,80,0.34375,0.25,0.40625,11.58114584,24.457125,6.29865907,6.223311828,89.99987879999999,104.8898967,90.00014164,3.882909795,1.012107258,3.929921186,1.9140328269999998,1.8941456159999999,1.9089935340000002,,,0.2259,0.237029464,0.011129464000000006,0.011129464000000006,0.00012386496892729612,0.049267215582116004,0.286296679582116,0.248158928
63,80,0.53125,0.25,0.21875,10.54929704,23.98032486,6.374823237,6.374538676,119.99744869999999,90.01499572,90.00670112,3.7617238889999998,1.00004464,3.761891813,1.951068293,2.008560809,1.994193256,,,0.3131,0.288557928,0.02454207199999997,-0.02454207199999997,0.0006023132980531825,0.0783841328648993,0.36694206086489933,0.3131
64,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.9325386000000002,1.809718365,0.0,,,0.276,0.271105059,0.0048949410000000415,-0.0048949410000000415,2.3960447393481407e-05,0.017735293478261017,0.288840352478261,0.276
65,80,0.375,0.125,0.5,11.64554993,24.45968281,6.631781944,6.631361565,119.99180659999999,90.01524427,90.00715817,3.688251969,1.000063393,3.6884857760000003,2.049443702,2.117165925,2.032513146,,,0.4202,0.403469963,0.01673003700000003,-0.01673003700000003,0.00027989413802137004,0.03981446216087584,0.44328442516087585,0.4202
66,30,0.166666667,0.833333333,0.0,9.844917741,13.54246624,5.018493608,5.018022412,120.00018119999999,89.99798153,90.00341564,2.698512203,1.0000939009999998,2.698765595,1.942448309,1.942424106,0.0,,,0.0727,0.073110381,0.00041038100000000133,0.00041038100000000133,1.6841256516100108e-07,0.0056448555708390824,0.07875523657083909,0.073520762
68,80,0.40625,0.3125,0.28125,10.65846032,9.482809774,9.482540964,9.482496589,90.00283605,89.99716987,90.00311253,1.000028348,1.00000468,1.000033028,2.006955252,2.0041053069999997,2.004693991,,,0.221,0.21848338899999997,0.0025166110000000297,-0.0025166110000000297,6.333330925321149e-06,0.011387380090497872,0.22987076909049783,0.221
69,80,0.8125,0.1875,0.0,9.546973136,23.48789769,6.12790029,6.127599615,120.0047797,90.01418591,89.99902314,3.8329438430000002,1.0000490690000001,3.8331319219999997,1.8719408469999999,2.037247277,0.0,,,0.1723,0.17363137,0.0013313699999999984,0.0013313699999999984,1.7725460768999956e-06,0.007727045850261163,0.18135841585026116,0.17496274
70,80,0.375,0.4375,0.1875,10.66927167,24.05764929,6.400570459,6.400380196,119.99617669999999,90.01315873,90.00396029,3.758672675,1.000029727,3.7587844089999995,1.982746498,1.98270334,1.9826860769999999,,,0.2745,0.307113218,0.032613218,0.032613218,0.0010636219883155239,0.11880953734061929,0.4259227553406193,0.339726436
71,80,0.25,0.75,0.0,10.26645343,10.12759801,9.320626143,8.700793988,89.99894707,90.00196839,90.00206017,1.086579148,1.071238574,1.163985496,1.8138769419999998,1.84520765,0.0,,,0.066,0.067336282,0.0013362819999999942,0.0013362819999999942,1.7856495835239844e-06,0.02024669696969688,0.08758297896969688,0.06867256399999999
72,80,0.40625,0.59375,0.0,9.839302929,9.233465017,9.233144691,9.232939157999999,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,1.9501757569999998,1.954348402,0.0,,,0.1092,0.095964682,0.01323531800000001,-0.01323531800000001,0.00017517364256112425,0.12120254578754587,0.21716722778754588,0.1092
73,40,0.125,0.875,0.0,10.43802081,9.368339104,8.750637679,5.093025443999999,90.00203469,90.00194192,89.99767454,1.070589304,1.718160998,1.839444787,1.835142482,1.849450958,0.0,,,0.0546,0.053745965,0.000854035000000003,-0.000854035000000003,7.293757812250051e-07,0.01564166666666672,0.06938763166666673,0.0546
74,60,0.0,0.875,0.125,10.43462564,13.76576029,10.24911186,5.124025437,119.9999992,90.00067789,90.00027984,1.343117382,2.000207061,2.686512871,0.0,1.993236164,1.9932278959999998,,,0.1165,0.11010052699999999,0.006399473000000017,-0.006399473000000017,4.0953254677729215e-05,0.05493109871244649,0.16503162571244648,0.1165
75,80,0.40625,0.09375,0.5,11.63401868,10.60911544,9.685164562999999,9.058026042,90.00244968,90.00052776,89.99989207,1.095398573,1.069235672,1.171239229,1.931887851,1.9116988080000001,1.9078827059999999,,,0.2637,0.280797927,0.017097927000000013,0.017097927000000013,0.00029233910769732943,0.0648385551763368,0.3456364821763368,0.297895854
76,80,0.8125,0.125,0.0625,9.72537483,23.56820721,6.174322769,6.173980478,120.0034686,90.0124262,90.00374008,3.817132355,1.000055441,3.81734398,1.926618072,1.84921928,1.9164036619999998,,,0.2881,0.29018046399999997,0.0020804639999999486,0.0020804639999999486,4.328330455295786e-06,0.00722132592849687,0.29740178992849686,0.2922609279999999
77,40,0.3125,0.375,0.3125,11.55082243,14.76097726,10.34360943,5.9924496110000005,30.33727706,90.98737302,91.14681800000001,1.4270625119999998,1.726107035,2.4632626419999997,2.042325316,2.0176117909999998,2.005107246,,,0.3358,0.354261369,0.018461369000000005,0.018461369000000005,0.00034082214535416117,0.05497727516378799,0.40923864416378797,0.372722738
78,40,0.625,0.0,0.375,10.91090859,9.495620894,8.865926881,5.184100321,90.00072418,90.00095227,90.00412272,1.071024048,1.710215145,1.8316815469999999,1.891995074,0.0,1.85099653,,,0.1857,0.22805106600000002,0.04235106600000002,0.04235106600000002,0.0017936127913363578,0.22806174474959623,0.45611281074959625,0.2704021320000001
79,80,0.46875,0.34375,0.1875,10.54192263,10.23326933,9.396194637999999,8.770884719,90.00190713,90.00106874,90.00152378,1.089086564,1.071293825,1.16673171,1.8511959119999999,1.8640603059999998,1.844821684,,,0.1661,0.173244415,0.007144415000000015,0.007144415000000015,5.104266569222522e-05,0.04301273329319696,0.21625714829319698,0.18038883000000003
80,80,0.25,0.09375,0.65625,12.39966838,10.85548435,9.877373521,9.251440812,90.00142694,90.00036707,89.99856958,1.099025396,1.0676578620000001,1.173383105,1.958414036,1.966428759,1.959790254,,,0.28300000000000003,0.295179099,0.012179098999999971,0.012179098999999971,0.0001483304524518003,0.04303568551236738,0.33821478451236736,0.30735819799999997
83,80,0.15625,0.09375,0.75,12.87477556,11.00330845,9.992703359,9.36749288,90.00078818,90.00029216,89.99767898,1.101134303,1.066742563,1.174626828,1.9714203319999999,2.009135778,1.985233344,,,0.255,0.239548535,0.015451464999999998,-0.015451464999999998,0.00023874777064622493,0.060593980392156854,0.30014251539215686,0.255
84,80,0.0,0.21875,0.78125,12.86503998,10.09648141,10.09637842,10.09637465,89.99792640000001,90.00135169,90.00151725,1.000010201,1.000000373,1.000010574,0.0,2.1443073580000003,2.1327178769999997,,,0.0723,0.095281294,0.022981294,0.022981294,0.000528139873914436,0.3178602213001383,0.4131415153001383,0.118262588
85,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.938195343,1.9454113530000001,0.0,,,0.1136,0.09162141800000001,0.021978581999999997,-0.021978581999999997,0.00048305806673072383,0.1934734330985915,0.2850948510985915,0.1136
86,80,0.75,0.0625,0.1875,10.15607608,10.10178823,9.288849998,8.658760447,90.00459636,90.00099387,90.0018461,1.08751764,1.072769024,1.166655238,1.8260260330000002,1.860021845,1.8427221219999999,,,0.1836,0.20076134399999998,0.017161343999999967,0.017161343999999967,0.0002945117278863349,0.09347137254901942,0.2942327165490194,0.21792268799999995
87,40,0.5625,0.4375,0.0,9.845804916,9.201352092999999,8.576193697,4.990740491,90.00174832,90.00228371,90.00203443,1.072894622,1.7184210869999998,1.843684742,1.834441609,1.782367562,0.0,,,0.0303,0.030341615,4.161499999999832e-05,4.161499999999832e-05,1.73180822499986e-09,0.001373432343234268,0.031715047343234264,0.030383229999999997
88,40,0.3125,0.6875,0.0,10.18138123,9.296770363,8.675872899,5.049186435,90.00193072,90.00211323,89.99957546,1.071565994,1.71827145,1.841241254,1.866202252,1.816790247,0.0,,,0.0453,0.046376848,0.0010768479999999983,0.0010768479999999983,1.1596016151039963e-06,0.023771479028697536,0.07014832702869753,0.047453696
90,80,0.46875,0.25,0.28125,10.82507943,24.1076966,6.440482912,6.440181175,119.99577920000002,90.01440067,90.00715189,3.7431504639999997,1.000046852,3.7433258389999997,2.0209936859999997,1.9939863780000002,1.9489741969999999,,,0.4202,0.403469963,0.01673003700000003,-0.01673003700000003,0.00027989413802137004,0.03981446216087584,0.44328442516087585,0.4202
91,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698187999999,9.049472106,90.00306153,89.99831259999999,90.00393159,1.000051317,1.0000249829999999,1.000076301,1.9150498059999999,1.90757696,0.0,,,0.0873,0.069748878,0.017551122000000002,-0.017551122000000002,0.00030804188345888407,0.20104378006872856,0.27079265806872854,0.0873
94,80,0.0625,0.9375,0.0,10.89048533,24.856699600000002,6.15128428,5.864461645,90.00008899,103.6809751,90.00014696,4.040895928,1.048908604,4.238530508999999,1.9605878730000001,1.9062413219999998,0.0,,,0.001,0.0026713009999999996,0.0016713009999999996,0.0016713009999999996,2.793247032600999e-06,1.6713009999999995,1.6739723009999994,0.004342601999999999
95,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.935573384,1.935649173,0.0,,,0.0665,0.075453407,0.008953406999999997,0.008953406999999997,8.016349690764894e-05,0.13463769924812025,0.21009110624812025,0.084406814
96,80,0.28125,0.3125,0.40625,11.48352936,24.40958873,6.5922052639999995,6.591875825,119.9920512,90.01106019,90.0041692,3.702795613,1.000049977,3.702980666,2.053313835,2.03826981,2.027821588,,,0.3576,0.35901631,0.0014163100000000317,0.0014163100000000317,2.00593401610009e-06,0.003960598434004563,0.36297690843400454,0.36043262000000004
