id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Unnamed: 23,Unnamed: 24,Ef,soap_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
15,80,0.03125,0.09375,0.875,13.13471178,10.16660805,10.16641646,10.16638512,89.99876531,90.00091285,90.00087629999999,1.000018845,1.000003083,1.000021928,2.1429898130000002,2.15243703,2.150079793,,,0.0624,0.0597423,0.002657699999999999,-0.002657699999999999,7.063369289999994e-06,0.04259134615384614,0.10233364615384613,0.0624
18,80,0.4375,0.3125,0.25,10.52141909,9.442010062,9.441717651,9.441670513,90.00291866,89.99716821,90.00322663,1.00003097,1.000004993,1.000035963,1.995858605,1.995474565,2.000087057,,,0.217,0.21081435,0.006185649999999987,-0.006185649999999987,3.826226592249984e-05,0.028505299539170446,0.23931964953917045,0.217
19,80,0.53125,0.03125,0.4375,11.22302702,24.2617205,6.536954248,6.536524367,119.9941226,90.01585993,90.01259008,3.71147167,1.0000657659999999,3.7117157589999996,2.077170076,1.886855924,1.963851049,,,0.3406,0.51767437,0.17707437000000004,0.17707437000000004,0.031355332510896915,0.5198895184967705,1.0375638884967704,0.6947487400000001
21,40,0.0,0.875,0.125,11.00580623,9.522099869,8.905346959,5.1915647819999995,90.00137072,90.00116567,89.9969272,1.069256472,1.7153492890000002,1.834148329,0.0,1.88312843,1.8686276259999999,,,0.0819,0.07750717,0.00439283,-0.00439283,1.9296955408900004e-05,0.05363650793650794,0.13114367793650794,0.0819
23,80,0.34375,0.28125,0.375,11.49753965,24.46537383,6.28116951,6.191199181,89.99986972,104.8096343,90.00014540000001,3.8950348010000004,1.014531971,3.951637335,1.89838974,1.89046421,1.9247138209999999,,,0.127,0.13997327,0.012973270000000009,0.012973270000000009,0.00016830573449290023,0.10215173228346464,0.24212500228346465,0.15294654000000002
24,80,0.75,0.09375,0.15625,10.0617795,10.06712591,9.26234026,8.632539077999999,90.00447188,90.00106576,90.00194473,1.086887938,1.072956656,1.166183648,1.823433272,1.836901034,1.8281913890000001,,,0.2016,0.1917469,0.009853100000000004,-0.009853100000000004,9.708357961000007e-05,0.048874503968253984,0.240621403968254,0.2016
26,80,0.0,0.25,0.75,13.03547493,24.7237663,6.646894016,6.58880912,90.00034821,90.00004771,105.61084679999999,3.7195968880000003,1.00881569,3.7523877,0.0,1.946621198,1.9472213980000002,,,0.1281,0.13633917,0.008239170000000018,0.008239170000000018,6.78839222889003e-05,0.06431826697892286,0.20065743697892285,0.14457834000000003
27,80,0.28125,0.15625,0.5625,12.03092789,10.73687961,9.785905639,9.160306471,90.00143056,90.00039324,89.99923391,1.097177922,1.0682945670000001,1.172109213,1.949465521,1.922941684,1.939944687,,,0.2643,0.2736978,0.009397800000000012,0.009397800000000012,8.831864484000022e-05,0.03555732122587973,0.3092551212258797,0.2830956
28,30,0.25,0.333333333,0.41666666700000005,10.96022989,13.96807747,5.213835882,5.213394156000001,120.0009231,89.99661903,90.00347118,2.679040497,1.0000847290000001,2.679267489,2.0238559819999997,2.023869617,2.023877815,,,0.235,0.22847004,0.0065299599999999736,-0.0065299599999999736,4.264037760159965e-05,0.02778706382978712,0.2562571038297871,0.235
30,30,0.333333333,0.166666667,0.5,11.0963793,14.019945499999999,5.236398118,5.2359857419999996,120.00121000000001,89.99525994,90.00458268,2.677402517,1.000078758,2.6776133840000003,2.032357845,2.032330461,2.032421734,,,0.2301,0.22279803,0.007301969999999991,-0.007301969999999991,5.3318765880899865e-05,0.031733898305084704,0.2545319283050847,0.2301
31,40,0.1875,0.0625,0.75,12.82525339,9.980773093,9.355035529,5.494350016,90.00034219,89.99777278,90.00109958,1.066887781,1.702664647,1.8165521059999998,2.0144605980000003,2.027686267,1.9710699180000002,,,0.2622,0.24774924,0.01445075999999998,-0.01445075999999998,0.0002088244645775994,0.05511350114416468,0.30286274114416467,0.2622
33,80,0.0,0.75,0.25,11.40987419,24.4204421,6.569428112000001,6.569302627000001,119.9908392,89.99482624,90.00394408,3.71728584,1.000019102,3.717356847,0.0,1.986998883,2.168237971,,,0.1027,0.11056633,0.007866330000000005,0.007866330000000005,6.187914766890008e-05,0.07659522882181115,0.18716155882181115,0.11843266000000001
35,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154671974,2.154671974,2.162284804,,,0.039,0.040863699999999996,0.001863699999999996,0.001863699999999996,3.4733776899999846e-06,0.04778717948717938,0.08865087948717937,0.04272739999999999
37,30,0.75,0.083333333,0.166666667,9.544726419,13.43834207,4.960431891,4.960168635,120.00166329999999,89.98858334,90.01230993,2.7091072639999996,1.000053074,2.709251047,1.929739122,1.929767934,1.9297031180000002,,,0.1702,0.16949991,0.0007000899999999866,-0.0007000899999999866,4.901260080999812e-07,0.004113337250293694,0.1736132472502937,0.1702
38,60,0.0,0.583333333,0.41666666700000005,11.32220954,14.09279273,10.5515239,5.275232625,120.00041940000001,90.0001863,89.99962079,1.335616814,2.000200683,2.671501663,0.0,2.049702639,2.049701853,,,0.1592,0.15524207,0.003957929999999998,-0.003957929999999998,1.5665209884899987e-05,0.024861369346733657,0.18010343934673367,0.1592
40,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.944214562,1.9385895709999998,0.0,,,0.1005,0.10679934,0.0062993400000000005,0.0062993400000000005,3.968168443560001e-05,0.06268,0.16947934,0.11309868000000001
41,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.90434546,1.90433208,0.0,,,0.0685,0.06314887,0.0053511300000000095,-0.0053511300000000095,2.8634592276900102e-05,0.07811868613138699,0.14126755613138697,0.0685
42,80,0.75,0.125,0.125,9.968067841,10.03246407,9.235830652999999,8.606318207000001,90.00434539,90.00114756,90.00203863,1.0862546579999999,1.073145384,1.1657091720000001,1.815667854,1.830628015,1.832145004,,,0.1549,0.15812734,0.003227339999999995,0.003227339999999995,1.041572347559997e-05,0.020834990316333086,0.1789623303163331,0.16135468
43,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.912749384,1.912736164,0.0,,,0.0578,0.05851249,0.0007124900000000031,0.0007124900000000031,5.076420001000044e-07,0.012326816608996594,0.0708393066089966,0.05922498
44,80,0.3125,0.0,0.6875,12.06359253,9.882377267999999,9.882301318,9.882051795,89.99931402,90.00076379,90.00123190000001,1.000007685,1.00002525,1.000032936,2.094107948,0.0,2.088089552,,,0.2332,0.21139766,0.021802340000000003,-0.021802340000000003,0.00047534202947560015,0.09349202401372214,0.30488968401372213,0.2332
45,40,0.0625,0.625,0.3125,11.95589085,14.67157584,6.13564973,6.134320616,119.998232,90.00571443,90.00094165,2.391201663,1.000216668,2.391719761,2.109646147,2.0083685190000002,2.109485893,,,0.311,0.32997947,0.01897947,0.01897947,0.0003602202814808999,0.0610272347266881,0.3910067047266881,0.34895894
46,20,0.875,0.125,0.0,9.825783202,12.00619851,5.6980586220000005,2.9601017999999995,89.99910604,90.00028135,103.97136490000001,2.107068268,1.924953602,4.056008651,1.851334375,1.794424201,0.0,,,0.0244,0.03696708,0.012567079999999998,0.012567079999999998,0.00015793149972639995,0.5150442622950818,0.5520113422950819,0.049534159999999994
47,80,0.46875,0.15625,0.375,11.32277188,24.33546073,6.24561864,6.16575415,89.99972578,104.85260749999999,90.00016571,3.896405165,1.012952915,3.946874971,1.882398519,1.889869266,1.9141491959999999,,,0.1631,0.16672529,0.0036252900000000032,0.0036252900000000032,1.3142727584100023e-05,0.022227406499080338,0.18895269649908034,0.17035058
48,30,0.41666666700000005,0.0,0.583333333,11.23365277,14.07181433,5.258961237,5.258578113,120.0014963,89.99389355,90.00569809,2.675778295,1.000072857,2.675973244,2.040901313,0.0,2.040881621,,,0.2149,0.23415523,0.019255229999999984,0.019255229999999984,0.0003707638823528994,0.08960088413215442,0.32375611413215444,0.25341046
49,80,0.84375,0.15625,0.0,9.508944386,23.46444718,6.118761804,6.118437912,120.0051475,90.01291117,89.99939554,3.8348358589999996,1.000052937,3.835038864,1.875364726,2.03441673,0.0,,,0.18100000000000002,0.18476668,0.0037666799999999667,0.0037666799999999667,1.4187878222399749e-05,0.020810386740331307,0.2055770667403313,0.18853335999999996
50,80,0.0,0.4375,0.5625,12.13748527,9.902419881,9.902400267,9.90231848,90.00238208,90.00271928,89.99642094,1.000001981,1.0000082590000001,1.00001024,0.0,2.0951873069999998,2.093432499,,,0.12300000000000001,0.120023,0.0029770000000000074,-0.0029770000000000074,8.862529000000044e-06,0.024203252032520384,0.14422625203252037,0.12300000000000001
51,80,0.40625,0.34375,0.25,11.07966485,24.433413199999997,6.19343584,6.050113632,89.99976003,104.5021459,90.00017102,3.945049861,1.023689176,4.038504842,1.8940067930000002,1.886734982,1.915432665,,,0.1557,0.16079158,0.0050915799999999845,0.0050915799999999845,2.592418689639984e-05,0.03270122029543985,0.19349280029543983,0.16588315999999997
53,80,0.40625,0.0,0.59375,11.62066044,9.759898633999999,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.0000009159999999,1.00003299,1.0000339059999999,2.059357953,0.0,2.067292974,,,0.2436,0.25952337,0.015923369999999964,0.015923369999999964,0.0002535537121568989,0.06536687192118212,0.3248902419211821,0.2754467399999999
54,80,0.65625,0.3125,0.03125,9.831409034,23.64536656,6.197652024,6.197436194,120.0022693,90.01738109,89.99986775,3.815213644,1.000034826,3.8153465110000004,1.929837641,1.923524821,1.788826689,,,0.2856,0.28294978,0.0026502200000000364,-0.0026502200000000364,7.023666048400193e-06,0.009279481792717214,0.2922292617927172,0.2856
55,40,0.625,0.375,0.0,10.034957400000001,14.07817644,9.942526368,5.721524782,30.13322962,93.23819659,92.81262779999999,1.415955655,1.73774068,2.460563744,1.898526335,1.893705505,0.0,,,0.1369,0.16580769,0.028907690000000014,0.028907690000000014,0.0008356545411361008,0.2111591672753836,0.3769668572753836,0.19471538000000002
56,40,0.0,0.25,0.75,13.51163656,15.75931828,10.96857936,6.2964219429999995,30.32114061,100.3830783,98.85650186,1.436769317,1.742033723,2.502900603,0.0,2.002450215,1.994137024,,,0.23800000000000002,0.30360068,0.06560068,0.06560068,0.004303449216462399,0.27563310924369744,0.5792337892436974,0.36920136000000003
57,80,0.40625,0.34375,0.25,10.56527582,9.455103491000001,9.454806459,9.454790243,90.00304465,89.99695558,90.00328182,1.000031416,1.000001715,1.000033131,1.999054939,2.00016448,1.999567794,,,0.2037,0.20842684,0.00472684000000001,0.00472684000000001,2.2343016385600094e-05,0.02320490918016696,0.23163174918016696,0.21315368
58,80,0.625,0.3125,0.0625,9.962104387,23.70900194,6.230303441,6.230083476,120.00128889999999,90.01697071,90.00137685,3.80543294,1.000035307,3.805567298,1.90599412,1.959932431,2.067637325,,,0.201,0.21402469,0.013024689999999978,0.013024689999999978,0.0001696425495960994,0.06479945273631829,0.2788241427363183,0.22704937999999997
60,40,0.6875,0.3125,0.0,9.936978706,14.018381900000001,9.907997081,5.706419743,30.14104408,92.87968257,92.55174189,1.414855271,1.73628957,2.456598451,1.928169129,1.824882005,0.0,,,0.0822,0.10834354,0.026143540000000007,0.026143540000000007,0.0006834846837316004,0.3180479318734794,0.4263914718734794,0.13448708
61,40,0.0,0.125,0.875,13.95290994,15.93976235,11.08284985,6.367307372000001,30.35649238,100.95077629999999,99.40236816,1.438236786,1.740586594,2.503375669,0.0,1.991870566,2.006365128,,,0.3208,0.24126996,0.07953003999999997,-0.07953003999999997,0.006325027262401595,0.24791159600997498,0.489181556009975,0.3208
62,80,0.34375,0.25,0.40625,11.58114584,24.457125,6.29865907,6.223311828,89.99987879999999,104.8898967,90.00014164,3.882909795,1.012107258,3.929921186,1.9140328269999998,1.8941456159999999,1.9089935340000002,,,0.2259,0.20893068,0.016969319999999982,-0.016969319999999982,0.0002879578212623994,0.07511872509960152,0.2840494050996015,0.2259
63,80,0.53125,0.25,0.21875,10.54929704,23.98032486,6.374823237,6.374538676,119.99744869999999,90.01499572,90.00670112,3.7617238889999998,1.00004464,3.761891813,1.951068293,2.008560809,1.994193256,,,0.3131,0.28819672,0.024903279999999972,-0.024903279999999972,0.0006201733547583986,0.07953778345576484,0.36773450345576486,0.3131
64,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.9325386000000002,1.809718365,0.0,,,0.276,0.25417468,0.021825320000000037,-0.021825320000000037,0.00047634459310240163,0.07907724637681172,0.3332519263768117,0.276
65,80,0.375,0.125,0.5,11.64554993,24.45968281,6.631781944,6.631361565,119.99180659999999,90.01524427,90.00715817,3.688251969,1.000063393,3.6884857760000003,2.049443702,2.117165925,2.032513146,,,0.4202,0.40952086,0.010679140000000031,-0.010679140000000031,0.00011404403113960067,0.025414421703950574,0.43493528170395057,0.4202
66,30,0.166666667,0.833333333,0.0,9.844917741,13.54246624,5.018493608,5.018022412,120.00018119999999,89.99798153,90.00341564,2.698512203,1.0000939009999998,2.698765595,1.942448309,1.942424106,0.0,,,0.0727,0.0722563,0.0004437000000000052,-0.0004437000000000052,1.968696900000046e-07,0.006103163686382465,0.07835946368638246,0.0727
67,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.9356239119999998,1.935623909,0.0,,,0.0762,0.08198928,0.005789279999999994,0.005789279999999994,3.351576291839993e-05,0.07597480314960621,0.1579640831496062,0.08777855999999999
69,80,0.8125,0.1875,0.0,9.546973136,23.48789769,6.12790029,6.127599615,120.0047797,90.01418591,89.99902314,3.8329438430000002,1.0000490690000001,3.8331319219999997,1.8719408469999999,2.037247277,0.0,,,0.1723,0.18296751,0.010667509999999991,0.010667509999999991,0.00011379576960009981,0.06191242019733018,0.24487993019733018,0.19363502
70,80,0.375,0.4375,0.1875,10.66927167,24.05764929,6.400570459,6.400380196,119.99617669999999,90.01315873,90.00396029,3.758672675,1.000029727,3.7587844089999995,1.982746498,1.98270334,1.9826860769999999,,,0.2745,0.29072040000000005,0.016220400000000024,0.016220400000000024,0.0002631013761600008,0.05909071038251374,0.3498111103825138,0.30694080000000007
71,80,0.25,0.75,0.0,10.26645343,10.12759801,9.320626143,8.700793988,89.99894707,90.00196839,90.00206017,1.086579148,1.071238574,1.163985496,1.8138769419999998,1.84520765,0.0,,,0.066,0.06867383,0.002673830000000002,0.002673830000000002,7.149366868900011e-06,0.04051257575757579,0.1091864057575758,0.07134766000000001
72,80,0.40625,0.59375,0.0,9.839302929,9.233465017,9.233144691,9.232939157999999,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,1.9501757569999998,1.954348402,0.0,,,0.1092,0.10874303,0.000456970000000001,-0.000456970000000001,2.088215809000009e-07,0.004184706959706968,0.11292773695970697,0.1092
74,60,0.0,0.875,0.125,10.43462564,13.76576029,10.24911186,5.124025437,119.9999992,90.00067789,90.00027984,1.343117382,2.000207061,2.686512871,0.0,1.993236164,1.9932278959999998,,,0.1165,0.11025209999999999,0.0062479000000000146,-0.0062479000000000146,3.9036254410000184e-05,0.05363004291845506,0.16388214291845504,0.1165
75,80,0.40625,0.09375,0.5,11.63401868,10.60911544,9.685164562999999,9.058026042,90.00244968,90.00052776,89.99989207,1.095398573,1.069235672,1.171239229,1.931887851,1.9116988080000001,1.9078827059999999,,,0.2637,0.2862628,0.022562799999999994,0.022562799999999994,0.0005090799438399997,0.08556238149412208,0.3718251814941221,0.3088256
76,80,0.8125,0.125,0.0625,9.72537483,23.56820721,6.174322769,6.173980478,120.0034686,90.0124262,90.00374008,3.817132355,1.000055441,3.81734398,1.926618072,1.84921928,1.9164036619999998,,,0.2881,0.29795888,0.009858879999999959,0.009858879999999959,9.719751485439918e-05,0.034220340159666636,0.3321792201596666,0.30781775999999994
77,40,0.3125,0.375,0.3125,11.55082243,14.76097726,10.34360943,5.9924496110000005,30.33727706,90.98737302,91.14681800000001,1.4270625119999998,1.726107035,2.4632626419999997,2.042325316,2.0176117909999998,2.005107246,,,0.3358,0.31856191,0.017238089999999984,-0.017238089999999984,0.0002971517468480994,0.05133439547349608,0.36989630547349606,0.3358
78,40,0.625,0.0,0.375,10.91090859,9.495620894,8.865926881,5.184100321,90.00072418,90.00095227,90.00412272,1.071024048,1.710215145,1.8316815469999999,1.891995074,0.0,1.85099653,,,0.1857,0.25408953,0.06838953,0.06838953,0.0046771278136209,0.36827964458804524,0.6223691745880453,0.32247906000000004
79,80,0.46875,0.34375,0.1875,10.54192263,10.23326933,9.396194637999999,8.770884719,90.00190713,90.00106874,90.00152378,1.089086564,1.071293825,1.16673171,1.8511959119999999,1.8640603059999998,1.844821684,,,0.1661,0.16811559,0.0020155900000000115,0.0020155900000000115,4.062603048100046e-06,0.012134798314268582,0.1802503883142686,0.17013118000000002
81,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.939692573,1.9437144919999998,0.0,,,0.1104,0.11607658,0.0056765800000000005,0.0056765800000000005,3.2223560496400004e-05,0.05141829710144928,0.16749487710144928,0.12175316
82,30,0.41666666700000005,0.583333333,0.0,9.515220528,13.41775505,4.956592661,4.956211098,120.0007253,89.99379777,90.00755694,2.7070521960000002,1.0000769870000001,2.7072606039999996,1.927987392,1.928003326,0.0,,,0.0622,0.06666209,0.004462089999999995,0.004462089999999995,1.9910247168099956e-05,0.07173778135048224,0.13839987135048223,0.07112417999999998
83,80,0.15625,0.09375,0.75,12.87477556,11.00330845,9.992703359,9.36749288,90.00078818,90.00029216,89.99767898,1.101134303,1.066742563,1.174626828,1.9714203319999999,2.009135778,1.985233344,,,0.255,0.24532203,0.009677970000000008,-0.009677970000000008,9.366310332090015e-05,0.037952823529411796,0.2832748535294118,0.255
84,80,0.0,0.21875,0.78125,12.86503998,10.09648141,10.09637842,10.09637465,89.99792640000001,90.00135169,90.00151725,1.000010201,1.000000373,1.000010574,0.0,2.1443073580000003,2.1327178769999997,,,0.0723,0.07238157,8.157000000000303e-05,8.157000000000303e-05,6.653664900000494e-09,0.0011282157676348965,0.07350978576763491,0.07246314000000001
86,80,0.75,0.0625,0.1875,10.15607608,10.10178823,9.288849998,8.658760447,90.00459636,90.00099387,90.0018461,1.08751764,1.072769024,1.166655238,1.8260260330000002,1.860021845,1.8427221219999999,,,0.1836,0.19076183,0.00716182999999998,0.00716182999999998,5.1291808948899716e-05,0.039007788671023856,0.22976961867102386,0.19792365999999997
87,40,0.5625,0.4375,0.0,9.845804916,9.201352092999999,8.576193697,4.990740491,90.00174832,90.00228371,90.00203443,1.072894622,1.7184210869999998,1.843684742,1.834441609,1.782367562,0.0,,,0.0303,0.03239769,0.0020976899999999993,0.0020976899999999993,4.400303336099997e-06,0.0692306930693069,0.10162838306930691,0.03449538
89,30,0.833333333,0.083333333,0.083333333,9.207334684,13.30333851,4.89661795,4.896385643,120.0017557,89.98682032,90.01411490000001,2.716842246,1.000047445,2.716971146,1.905993958,1.905960594,1.905960602,,,0.0901,0.0947197,0.004619700000000004,0.004619700000000004,2.134162809000004e-05,0.05127302996670371,0.1459927299667037,0.09933940000000001
90,80,0.46875,0.25,0.28125,10.82507943,24.1076966,6.440482912,6.440181175,119.99577920000002,90.01440067,90.00715189,3.7431504639999997,1.000046852,3.7433258389999997,2.0209936859999997,1.9939863780000002,1.9489741969999999,,,0.4202,0.40952086,0.010679140000000031,-0.010679140000000031,0.00011404403113960067,0.025414421703950574,0.43493528170395057,0.4202
91,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698187999999,9.049472106,90.00306153,89.99831259999999,90.00393159,1.000051317,1.0000249829999999,1.000076301,1.9150498059999999,1.90757696,0.0,,,0.0873,0.09004606,0.0027460599999999946,0.0027460599999999946,7.54084552359997e-06,0.03145544100801827,0.12150150100801826,0.09279211999999999
92,80,0.0625,0.21875,0.71875,12.85135286,24.976703699999998,6.894039294,6.893517676,119.9865908,90.00971664,89.99165817,3.622941883,1.000075668,3.6232160230000003,2.125943735,2.145319899,2.120013765,,,0.3153,0.27674109,0.03855891,-0.03855891,0.0014867895403881002,0.12229276879162702,0.39903385879162706,0.3153
93,80,0.46875,0.25,0.28125,10.57035324,9.456622841,9.456363316000001,9.456257097,90.0025834,89.99759516,90.00300178,1.000027444,1.000011233,1.000038677,1.9985757259999999,1.996585839,2.00501943,,,0.2209,0.22900208,0.008102079999999984,0.008102079999999984,6.564370032639973e-05,0.03667759167043904,0.26567967167043904,0.23710415999999998
94,80,0.0625,0.9375,0.0,10.89048533,24.856699600000002,6.15128428,5.864461645,90.00008899,103.6809751,90.00014696,4.040895928,1.048908604,4.238530508999999,1.9605878730000001,1.9062413219999998,0.0,,,0.001,0.00796263,0.00696263,0.00696263,4.84782165169e-05,6.96263,6.97059263,0.01492526
95,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.935573384,1.935649173,0.0,,,0.0665,0.06321276,0.003287239999999997,-0.003287239999999997,1.0805946817599979e-05,0.049432180451127766,0.11264494045112777,0.0665
96,80,0.28125,0.3125,0.40625,11.48352936,24.40958873,6.5922052639999995,6.591875825,119.9920512,90.01106019,90.0041692,3.702795613,1.000049977,3.702980666,2.053313835,2.03826981,2.027821588,,,0.3576,0.35757928,2.0719999999974092e-05,-2.0719999999974092e-05,4.293183999989264e-10,5.794183445182912e-05,0.35763722183445185,0.3576
97,80,0.5625,0.09375,0.34375,10.90051668,10.36275262,9.492965423,8.864618334,90.00341205,90.00073823,90.00098542,1.091624393,1.070882588,1.169001555,1.882726972,1.873236282,1.8655144590000001,,,0.2451,0.2544231,0.0093231,0.0093231,8.692019361000001e-05,0.03803794369645043,0.29246104369645043,0.26374620000000004
98,80,0.0,0.65625,0.34375,11.90180871,24.83096149,6.36144486,6.2291837999999995,90.00025002,104.6112719,90.00009326,3.903352467,1.021232486,3.986230345,0.0,1.918218169,1.96443494,,,0.0226,0.01497258,0.007627419999999999,-0.007627419999999999,5.817753585639999e-05,0.33749646017699114,0.35246904017699116,0.0226
99,40,0.0,0.9375,0.0625,10.8074524,9.469076664,8.852914123,5.1569086639999995,90.00170859,90.00149416,89.99665863,1.069599968,1.716709506,1.8361924330000001,0.0,1.8719898000000001,1.834278593,,,0.0609,0.061944900000000004,0.0010449000000000014,0.0010449000000000014,1.0918160100000029e-06,0.01715763546798032,0.07910253546798032,0.06298980000000001
100,20,0.25,0.0,0.75,12.65696145,12.23192314,6.596236778,3.25885368,90.00007848,90.00008759,105.69227279999998,1.8543790269999998,2.024097252,3.7534434930000002,1.925981114,0.0,1.925981114,,,0.3372,0.31433164,0.022868359999999976,-0.022868359999999976,0.0005229618890895989,0.06781838671411618,0.3821500267141162,0.3372
101,80,0.09375,0.625,0.28125,11.37471551,10.51258179,9.618871307000001,8.999057537,89.99852791,90.0007382,90.00046506,1.0929121990000001,1.068875409,1.1681869740000002,1.901169453,1.899641075,1.910398145,,,0.1662,0.17524247,0.009042470000000025,0.009042470000000025,8.176626370090045e-05,0.05440716004813493,0.22964963004813493,0.18428494000000004
