id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,beta,gamma,a_b,b_c,a_c,ecn_bond_dist_Al-Ga,ecn_bond_dist_Al-In,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-Al,ecn_bond_dist_Ga-In,ecn_bond_dist_Ga-O,ecn_bond_dist_In-Al,ecn_bond_dist_In-Ga,ecn_bond_dist_In-O,ecn_bond_dist_O-Al,ecn_bond_dist_O-Ga,ecn_bond_dist_O-In,Ef,ngram_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
14,40,0.4375,0.5625,0.0,10.33929438,14.22967985,9.975772166,5.776534014,30.29262659,90.72965421,90.84782701,1.426423901,1.726947706,2.463359484,2.965298519,0.0,1.981394335,3.110911479,0.0,1.926822701,0.0,0.0,0.0,1.898698503,1.649474112,0.0,0.0903,0.07540485,0.01489515,-0.01489515,0.000221865493523,0.164951827243,0.240356677243,0.0903
15,80,0.03125,0.09375,0.875,13.13471178,10.16660805,10.16641646,10.16638512,89.99876531,90.00091285,90.0008763,1.000018845,1.000003083,1.000021928,0.0,3.358864732,2.142989813,0.0,3.358856595,2.15243703,1.410842152,2.783373743,2.150079793,0.274917063,0.728443884,2.146549512,0.0624,0.074719778,0.012319778,0.012319778,0.000151776929969,0.197432339744,0.272152117744,0.087039556
16,80,0.9375,0.03125,0.03125,9.484678083,23.4342707,6.114940467,6.114525225,120.0055367,90.00721772,90.0037332,3.83229744,1.000067911,3.832557695,0.887811364,0.887811364,1.889892309,3.057112547,3.057470234,2.03299476,3.057112547,3.057470234,2.03299476,1.868571379,0.254135368,0.376188861,0.2129,0.214437737,0.001537737,0.001537737,2.36463508117e-06,0.00722281352748,0.221660550527,0.215975474
17,80,0.25,0.375,0.375,11.16761511,9.631398555,9.631215675,9.631190286,90.00285717,90.00289092,89.99676425,1.000018988,1.000002636,1.000021624,3.188313615,3.241888889,2.036866564,2.390699828,3.184828446,2.034628663,3.224763798,3.189027238,2.039101876,1.419751696,1.757643348,1.712590192,0.1877,0.208814182,0.021114182,0.021114182,0.000445808681529,0.112488982419,0.321303164419,0.229928364
18,80,0.4375,0.3125,0.25,10.52141909,9.442010062,9.441717651,9.441670513,90.00291866,89.99716821,90.00322663,1.00003097,1.000004993,1.000035963,3.223490833,3.154110361,1.995858605,3.124390417,3.168044414,1.995474565,3.123534081,3.234751059,2.000087057,1.805413714,1.430596144,1.391786264,0.217,0.212477766,0.004522234,-0.004522234,2.04506003508e-05,0.0208397880184,0.233317554018,0.217
19,80,0.53125,0.03125,0.4375,11.22302702,24.2617205,6.536954248,6.536524367,119.9941226,90.01585993,90.01259008,3.71147167,1.000065766,3.711715759,1.242780065,3.410855625,2.077170076,3.268477124,3.268262184,1.886855924,3.354849044,0.72210102,1.963851049,1.745178508,0.200784316,1.726974878,0.3406,0.491632134,0.151032134,0.151032134,0.0228107055006,0.443429635937,0.935061769937,0.642664268
20,80,0.25,0.28125,0.46875,11.88328344,24.53807496,6.36030134,6.306635194,90.00000268,105.016305,90.00011907,3.858005093,1.008509474,3.890834685,2.848870967,3.210583156,1.922197247,2.975766693,3.271773182,1.909852671,3.310272148,3.304583637,1.918317523,1.388915326,1.369950535,1.823948136,0.2267,0.237682154,0.010982154,0.010982154,0.00012060770648,0.0484435553595,0.28612570936,0.248664308
21,40,0.0,0.875,0.125,11.00580623,9.522099869,8.905346959,5.191564782,90.00137072,90.00116567,89.9969272,1.069256472,1.715349289,1.834148329,0.0,0.0,0.0,0.0,2.85144923,1.88312843,0.0,3.060140712,1.868627626,0.0,1.914935154,0.838670729,0.0819,0.085163748,0.003263748,0.003263748,1.06520510075e-05,0.0398504029304,0.12501415093,0.088427496
22,80,0.59375,0.28125,0.125,10.1786163,10.10550893,9.295464404,8.668609687,90.00286445,90.00122796,90.00190259,1.087144062,1.072313178,1.165758904,3.123784862,3.124472379,1.846009882,3.055323423,2.189363275,1.806331708,3.150974807,3.181054205,1.826835393,1.920516843,1.460048577,0.591519202,0.1436,0.129752376,0.013847624,-0.013847624,0.000191756690445,0.0964319220056,0.226184298006,0.1436
23,80,0.34375,0.28125,0.375,11.49753965,24.46537383,6.28116951,6.191199181,89.99986972,104.8096343,90.0001454,3.895034801,1.014531971,3.951637335,2.916416837,3.219528128,1.89838974,2.813146154,3.283477594,1.89046421,3.221809327,3.370340084,1.924713821,1.501951323,1.294420313,1.709697278,0.127,0.121548704,0.005451296,-0.005451296,2.97166280796e-05,0.0429235905512,0.164472294551,0.127
25,80,0.34375,0.65625,0.0,10.51355203,24.56436456,6.07129481,5.806790959,89.99975675,103.7800013,90.00019342,4.045984478,1.045550779,4.230282222,3.141246537,0.0,1.874468883,2.585221271,0.0,1.895060954,0.0,0.0,0.0,1.295980643,1.814638226,0.0,0.0297,0.031712975,0.002012975,0.002012975,4.05206835062e-06,0.0677769360269,0.0994899110269,0.03372595
26,80,0.0,0.25,0.75,13.03547493,24.7237663,6.646894016,6.58880912,90.00034821,90.00004771,105.6108468,3.719596888,1.00881569,3.7523877,0.0,0.0,0.0,0.0,3.326562796,1.946621198,0.0,2.519527264,1.947221398,0.0,1.171272655,2.020291729,0.1281,0.130367953,0.002267953,0.002267953,5.14361081021e-06,0.0177045511319,0.148072504132,0.132635906
27,80,0.28125,0.15625,0.5625,12.03092789,10.73687961,9.785905639,9.160306471,90.00143056,90.00039324,89.99923391,1.097177922,1.068294567,1.172109213,2.919868768,3.248244182,1.949465521,3.21179061,3.248010104,1.922941684,3.310943128,3.357432464,1.939944687,1.476500935,1.143149518,1.837056585,0.2643,0.279958462,0.015658462,0.015658462,0.000245187432205,0.0592450321604,0.33920349416,0.295616924
28,30,0.25,0.333333333,0.416666667,10.96022989,13.96807747,5.213835882,5.213394156,120.0009231,89.99661903,90.00347118,2.679040497,1.000084729,2.679267489,0.951281948,3.170955295,2.023855982,1.477335542,3.017423003,2.023869617,3.124771707,3.025037663,2.023877815,1.74553187,1.725888644,1.706245453,0.235,0.205316906,0.029683094,-0.029683094,0.000881086069413,0.126311038298,0.331627944298,0.235
29,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,0.0,0.0,0.0,3.283396545,2.101662238,0.0,3.28530048,2.09897178,0.0,1.895929803,2.109337768,0.1146,0.131784416,0.017184416,0.017184416,0.000295304153261,0.149951273997,0.281735689997,0.148968832
30,30,0.333333333,0.166666667,0.5,11.0963793,14.0199455,5.236398118,5.235985742,120.00121,89.99525994,90.00458268,2.677402517,1.000078758,2.677613384,0.767165956,2.864443104,2.032357845,1.534331912,2.864443104,2.032330461,3.008197731,3.326960306,2.032421734,1.733042206,1.394308442,2.052111496,0.2301,0.224004923,0.006095077,-0.006095077,3.71499636359e-05,0.0264888179053,0.250493740905,0.2301
32,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557853,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,3.20220484,3.208395231,1.900470611,3.218250424,3.272994261,1.884623306,3.151513291,3.232970294,1.91983954,1.762100492,1.532811197,1.494446696,0.1363,0.136309722,9.72199999999e-06,9.72199999999e-06,9.45172839998e-11,7.13279530447e-05,0.136381049953,0.136319444
34,80,0.40625,0.21875,0.375,11.4099298,24.4004153,6.26339407,6.178474797,89.99979795,104.8310905,90.00015551,3.895717725,1.013744375,3.94926193,3.047436402,3.285007267,1.885665059,2.76613624,3.189286126,1.896749413,3.293893197,3.266802384,1.919431285,1.576979597,1.102499631,1.750493363,0.1599,0.150701482,0.009198518,-0.009198518,8.46127333963e-05,0.0575266916823,0.208228173682,0.1599
35,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,0.0,3.377194466,2.154671974,0.0,3.377194466,2.154671974,1.453406053,1.453406053,2.162284804,0.276416632,0.276416632,2.157066973,0.039,0.049517299,0.010517299,0.010517299,0.000110613578255,0.269674333333,0.319191632333,0.060034598
36,80,0.0625,0.0,0.9375,13.70538083,11.25513759,10.1875789,9.562232566,90.00040514,90.00038499,89.99603213,1.104790225,1.065397524,1.177040771,0.0,3.328761173,1.996929982,0.0,0.0,0.0,2.147055723,0.0,2.029321698,0.561429485,0.0,2.058887209,0.2113,0.215451842,0.004151842,0.004151842,1.7237791993e-05,0.0196490392806,0.235100881281,0.219603684
37,30,0.75,0.083333333,0.166666667,9.544726419,13.43834207,4.960431891,4.960168635,120.0016633,89.98858334,90.01230993,2.709107264,1.000053074,2.709251047,1.000126347,2.404168032,1.929739122,2.745614545,3.635237979,1.929767934,2.745614545,1.817618989,1.929703118,1.929854999,0.662963008,1.325926023,0.1702,0.166136702,0.004063298,-0.004063298,1.65103906368e-05,0.023873666275,0.190010368275,0.1702
38,60,0.0,0.583333333,0.416666667,11.32220954,14.09279273,10.5515239,5.275232625,120.0004194,90.0001863,89.99962079,1.335616814,2.000200683,2.671501663,0.0,0.0,0.0,0.0,3.120322237,2.049702639,0.0,3.038334987,2.049701853,0.0,1.954278739,1.612657682,0.1592,0.145146514,0.014053486,-0.014053486,0.000197500468752,0.0882756658291,0.233422179829,0.1592
39,80,0.5,0.125,0.375,11.08951074,10.42663313,9.543332525,8.915757023,90.00292297,90.00067993,90.00072996,1.09255683,1.07038948,1.169461337,2.906965616,3.173910385,1.890115137,3.182674899,3.165617858,1.879530634,3.127319428,2.48030776,1.885085356,1.842699836,0.742373793,1.666616606,0.2275,0.221784209,0.005715791,-0.005715791,3.26702667557e-05,0.025124356044,0.246908565044,0.2275
40,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.000055356,3.03881245,0.0,1.944214562,3.03314072,0.0,1.938589571,0.0,0.0,0.0,1.873193679,1.836176452,0.0,0.1005,0.093475938,0.007024062,-0.007024062,4.93374469798e-05,0.0698911641791,0.163367102179,0.1005
41,30,0.583333333,0.416666667,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631,1.000065424,2.713040586,2.18351616,0.0,1.90434546,3.056922626,0.0,1.90433208,0.0,0.0,0.0,1.610294393,1.292894221,0.0,0.0685,0.088713694,0.020213694,0.020213694,0.000408593425126,0.295090423358,0.383804117358,0.108927388
42,80,0.75,0.125,0.125,9.968067841,10.03246407,9.235830653,8.606318207,90.00434539,90.00114756,90.00203863,1.086254658,1.073145384,1.165709172,2.52681533,3.087659013,1.815667854,2.97372092,2.351966742,1.830628015,3.018295421,2.381915033,1.832145004,1.874785703,0.688329262,0.814064782,0.1549,0.150402718,0.004497282,-0.004497282,2.02255453875e-05,0.0290334538412,0.179436171841,0.1549
43,30,0.583333333,0.416666667,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631,1.000065424,2.713040586,3.083079324,0.0,1.912749384,2.931814382,0.0,1.912736164,0.0,0.0,0.0,1.932459444,1.613658012,0.0,0.0578,0.074603512,0.016803512,0.016803512,0.000282358015534,0.290718200692,0.365321712692,0.091407024
44,80,0.3125,0.0,0.6875,12.06359253,9.882377268,9.882301318,9.882051795,89.99931402,90.00076379,90.0012319,1.000007685,1.00002525,1.000032936,0.0,3.275298314,2.094107948,0.0,0.0,0.0,3.1863829,0.0,2.088089552,1.224329115,0.0,2.094751943,0.2332,0.20441803,0.02878197,-0.02878197,0.000828401797081,0.123421826758,0.327839856758,0.2332
45,40,0.0625,0.625,0.3125,11.95589085,14.67157584,6.13564973,6.134320616,119.998232,90.00571443,90.00094165,2.391201663,1.000216668,2.391719761,3.019162073,3.019162011,2.109646147,1.97932599,3.28407795,2.008368519,0.603832402,3.028814375,2.109485893,0.527589893,1.878741711,1.582236857,0.311,0.297498608,0.013501392,-0.013501392,0.000182287585938,0.0434128360129,0.340911444013,0.311
46,20,0.875,0.125,0.0,9.825783202,12.00619851,5.698058622,2.9601018,89.99910604,90.00028135,103.9713649,2.107068268,1.924953602,4.056008651,1.892540335,0.0,1.851334375,3.208618925,0.0,1.794424201,0.0,0.0,0.0,1.836580376,0.451974344,0.0,0.0244,0.024859012,0.000459012,0.000459012,2.10692016144e-07,0.0188119672131,0.0436709792131,0.025318024
48,30,0.416666667,0.0,0.583333333,11.23365277,14.07181433,5.258961237,5.258578113,120.0014963,89.99389355,90.00569809,2.675778295,1.000072857,2.675973244,0.0,3.048859854,2.040901313,0.0,0.0,0.0,3.123353849,0.0,2.040881621,2.060662527,0.0,2.040955325,0.2149,0.232657681,0.017757681,0.017757681,0.000315335234498,0.0826322987436,0.315289979744,0.250415362
49,80,0.84375,0.15625,0.0,9.508944386,23.46444718,6.118761804,6.118437912,120.0051475,90.01291117,89.99939554,3.834835859,1.000052937,3.835038864,3.148348253,0.0,1.875364726,3.059063887,0.0,2.03441673,0.0,0.0,0.0,1.870598771,1.102106155,0.0,0.181,0.18093539,6.461e-05,-6.461e-05,4.1744521e-09,0.000356961325967,0.181292351326,0.181
50,80,0.0,0.4375,0.5625,12.13748527,9.902419881,9.902400267,9.90231848,90.00238208,90.00271928,89.99642094,1.000001981,1.000008259,1.00001024,0.0,0.0,0.0,0.0,3.274008578,2.095187307,0.0,3.274440786,2.093432499,0.0,2.022872529,2.105206476,0.123,0.135024538,0.012024538,0.012024538,0.000144589514113,0.0977604715447,0.232785009545,0.147049076
51,80,0.40625,0.34375,0.25,11.07966485,24.4334132,6.19343584,6.050113632,89.99976003,104.5021459,90.00017102,3.945049861,1.023689176,4.038504842,2.9720978,3.252338451,1.894006793,3.243457873,3.21016102,1.886734982,3.185813653,3.209931016,1.915432665,1.573245446,1.441212062,1.36863905,0.1557,0.15098803,0.00471197,-0.00471197,2.22026612809e-05,0.0302631342325,0.181251164232,0.1557
52,80,0.0,0.75,0.25,11.40975899,10.52175985,9.62814765,9.010218682,89.99744125,90.00081735,90.00046748,1.092812474,1.068580907,1.167758544,0.0,0.0,0.0,0.0,3.378119279,1.916175624,0.0,3.305471574,1.87020701,0.0,1.964485639,1.376507693,0.0844,0.085478592,0.001078592,0.001078592,1.16336070246e-06,0.0127795260664,0.0982581180664,0.086557184
53,80,0.40625,0.0,0.59375,11.62066044,9.759898634,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.000000916,1.00003299,1.000033906,0.0,3.224492526,2.059357953,0.0,0.0,0.0,3.280849712,0.0,2.067292974,1.780482098,0.0,2.074797966,0.2436,0.23937026,0.00422974,-0.00422974,1.78907004676e-05,0.0173634646962,0.256733724696,0.2436
54,80,0.65625,0.3125,0.03125,9.831409034,23.64536656,6.197652024,6.197436194,120.0022693,90.01738109,89.99986775,3.815213644,1.000034826,3.815346511,3.234361149,0.953248875,1.929837641,3.098703728,1.00077156,1.923524821,3.098718097,3.098667775,1.788826689,1.875386193,1.414034728,0.192555125,0.2856,0.278213422,0.007386578,-0.007386578,5.45615345501e-05,0.0258633683473,0.304076790347,0.2856
55,40,0.625,0.375,0.0,10.0349574,14.07817644,9.942526368,5.721524782,30.13322962,93.23819659,92.8126278,1.415955655,1.73774068,2.460563744,2.99004705,0.0,1.898526335,2.992532841,0.0,1.893705505,0.0,0.0,0.0,1.896309515,1.597668431,0.0,0.1369,0.091930132,0.044969868,-0.044969868,0.00202228902794,0.328486983199,0.420417115199,0.1369
56,40,0.0,0.25,0.75,13.51163656,15.75931828,10.96857936,6.296421943,30.32114061,100.3830783,98.85650186,1.436769317,1.742033723,2.502900603,0.0,0.0,0.0,0.0,3.11697056,2.002450215,0.0,2.454407721,1.994137024,0.0,1.325805859,2.063221419,0.238,0.316760687,0.078760687,0.078760687,0.00620324581671,0.330927256303,0.647687943303,0.395521374
57,80,0.40625,0.34375,0.25,10.56527582,9.455103491,9.454806459,9.454790243,90.00304465,89.99695558,90.00328182,1.000031416,1.000001715,1.000033131,3.126329675,2.960932464,1.999054939,3.129768685,3.166469739,2.00016448,3.239274419,3.127866041,1.999567794,1.722140856,1.600296116,1.222157219,0.2037,0.211470142,0.007770142,0.007770142,6.03751067002e-05,0.0381450270005,0.249615169,0.219240284
58,80,0.625,0.3125,0.0625,9.962104387,23.70900194,6.230303441,6.230083476,120.0012889,90.01697071,90.00137685,3.80543294,1.000035307,3.805567298,3.115073446,1.524770223,1.90599412,3.220446753,1.939379226,1.959932431,3.290719213,3.115094891,2.067637325,1.829387982,1.591987733,0.702209471,0.201,0.2010118,1.18e-05,1.18e-05,1.39239999999e-10,5.87064676616e-05,0.201070506468,0.2010236
60,40,0.6875,0.3125,0.0,9.936978706,14.0183819,9.907997081,5.706419743,30.14104408,92.87968257,92.55174189,1.414855271,1.73628957,2.456598451,3.12638239,0.0,1.928169129,3.178044686,0.0,1.824882005,0.0,0.0,0.0,1.932274723,1.215246318,0.0,0.0822,0.087606503,0.005406503,0.005406503,2.9230274689e-05,0.0657725425791,0.153379045579,0.093013006
61,40,0.0,0.125,0.875,13.95290994,15.93976235,11.08284985,6.367307372,30.35649238,100.9507763,99.40236816,1.438236786,1.740586594,2.503375669,0.0,0.0,0.0,0.0,3.319061402,1.991870566,0.0,2.188140977,2.006365128,0.0,0.80605676,2.032968502,0.3208,0.294515023,0.026284977,-0.026284977,0.000690900015891,0.0819357138404,0.37645073684,0.3208
62,80,0.34375,0.25,0.40625,11.58114584,24.457125,6.29865907,6.223311828,89.9998788,104.8898967,90.00014164,3.882909795,1.012107258,3.929921186,2.37679641,3.180523985,1.914032827,2.851652996,3.254885533,1.894145616,3.198485367,2.570803425,1.908993534,1.573593368,0.971621347,1.732332444,0.2259,0.237029464,0.011129464,0.011129464,0.000123864968927,0.0492672155821,0.286296679582,0.248158928
63,80,0.53125,0.25,0.21875,10.54929704,23.98032486,6.374823237,6.374538676,119.9974487,90.01499572,90.00670112,3.761723889,1.00004464,3.761891813,3.264960151,2.741325077,1.951068293,3.187340478,3.311028216,2.008560809,3.187366025,3.187394043,1.994193256,1.877417845,1.513819917,1.360751857,0.3131,0.288557928,0.024542072,-0.024542072,0.000602313298053,0.0783841328649,0.366942060865,0.3131
64,80,0.78125,0.21875,0.0,9.585288275,23.5113523,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,3.242642391,0.0,1.9325386,3.068315093,0.0,1.809718365,0.0,0.0,0.0,1.903306005,1.125899762,0.0,0.276,0.271105059,0.004894941,-0.004894941,2.39604473935e-05,0.0177352934783,0.288840352478,0.276
65,80,0.375,0.125,0.5,11.64554993,24.45968281,6.631781944,6.631361565,119.9918066,90.01524427,90.00715817,3.688251969,1.000063393,3.688485776,1.405953056,3.412809315,2.049443702,3.3158628,3.606934684,2.117165925,3.388656585,1.352651798,2.032513146,1.759202682,0.521791382,1.876518369,0.4202,0.403469963,0.016730037,-0.016730037,0.000279894138021,0.0398144621609,0.443284425161,0.4202
66,30,0.166666667,0.833333333,0.0,9.844917741,13.54246624,5.018493608,5.018022412,120.0001812,89.99798153,90.00341564,2.698512203,1.000093901,2.698765595,2.843917911,0.0,1.942448309,1.49439233,0.0,1.942424106,0.0,0.0,0.0,1.341441691,1.942463324,0.0,0.0727,0.073110381,0.000410381,0.000410381,1.68412565161e-07,0.00564485557084,0.0787552365708,0.073520762
67,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.0005424,89.995212,90.00617042,2.704182306,1.000082681,2.704405889,2.104366943,0.0,1.935623912,1.471844096,0.0,1.935623909,0.0,0.0,0.0,1.3100288,1.955243445,0.0,0.0762,0.08858025,0.01238025,0.01238025,0.000153270590062,0.162470472441,0.251050722441,0.1009605
69,80,0.8125,0.1875,0.0,9.546973136,23.48789769,6.12790029,6.127599615,120.0047797,90.01418591,89.99902314,3.832943843,1.000049069,3.833131922,3.287641795,0.0,1.871940847,3.063655613,0.0,2.037247277,0.0,0.0,0.0,1.872763587,1.188514753,0.0,0.1723,0.17363137,0.00133137,0.00133137,1.7725460769e-06,0.00772704585026,0.18135841585,0.17496274
70,80,0.375,0.4375,0.1875,10.66927167,24.05764929,6.400570459,6.400380196,119.9961767,90.01315873,90.00396029,3.758672675,1.000029727,3.758784409,3.200237122,1.949218743,1.982746498,3.247242892,2.379885422,1.98270334,2.721847401,3.200292616,1.982686077,1.649575185,1.90822332,1.082490996,0.2745,0.307113218,0.032613218,0.032613218,0.00106362198832,0.118809537341,0.425922755341,0.339726436
71,80,0.25,0.75,0.0,10.26645343,10.12759801,9.320626143,8.700793988,89.99894707,90.00196839,90.00206017,1.086579148,1.071238574,1.163985496,3.057945105,0.0,1.813876942,2.919363237,0.0,1.84520765,0.0,0.0,0.0,1.366115542,1.85033832,0.0,0.066,0.067336282,0.001336282,0.001336282,1.78564958352e-06,0.0202466969697,0.0875829789697,0.068672564
72,80,0.40625,0.59375,0.0,9.839302929,9.233465017,9.233144691,9.232939158,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,3.050392332,0.0,1.950175757,3.054741111,0.0,1.954348402,0.0,0.0,0.0,1.767739838,1.961991578,0.0,0.1092,0.095964682,0.013235318,-0.013235318,0.000175173642561,0.121202545788,0.217167227788,0.1092
74,60,0.0,0.875,0.125,10.43462564,13.76576029,10.24911186,5.124025437,119.9999992,90.00067789,90.00027984,1.343117382,2.000207061,2.686512871,0.0,0.0,0.0,0.0,2.692790619,1.993236164,0.0,2.925616846,1.993227896,0.0,1.99327077,0.848883984,0.1165,0.110100527,0.006399473,-0.006399473,4.09532546777e-05,0.0549310987124,0.165031625712,0.1165
76,80,0.8125,0.125,0.0625,9.72537483,23.56820721,6.174322769,6.173980478,120.0034686,90.0124262,90.00374008,3.817132355,1.000055441,3.81734398,2.908889711,1.931671179,1.926618072,3.086915967,2.404276161,1.84921928,3.086915967,3.087075812,1.916403662,1.901514206,0.831963665,0.570976868,0.2881,0.290180464,0.002080464,0.002080464,4.3283304553e-06,0.0072213259285,0.297401789928,0.292260928
77,40,0.3125,0.375,0.3125,11.55082243,14.76097726,10.34360943,5.992449611,30.33727706,90.98737302,91.146818,1.427062512,1.726107035,2.463262642,3.099828844,3.107802565,2.042325316,3.159068077,3.182234977,2.017611791,3.211020041,3.218489257,2.005107246,1.709248649,1.593090245,1.6817874,0.3358,0.354261369,0.018461369,0.018461369,0.000340822145354,0.0549772751638,0.409238644164,0.372722738
78,40,0.625,0.0,0.375,10.91090859,9.495620894,8.865926881,5.184100321,90.00072418,90.00095227,90.00412272,1.071024048,1.710215145,1.831681547,0.0,3.316069737,1.891995074,0.0,0.0,0.0,3.280925289,0.0,1.85099653,1.976443399,0.0,1.435555984,0.1857,0.228051066,0.042351066,0.042351066,0.00179361279134,0.22806174475,0.45611281075,0.270402132
79,80,0.46875,0.34375,0.1875,10.54192263,10.23326933,9.396194638,8.770884719,90.00190713,90.00106874,90.00152378,1.089086564,1.071293825,1.16673171,3.191273881,2.716451406,1.851195912,3.052267297,3.152614348,1.864060306,3.118262827,3.116309921,1.844821684,1.649562108,1.553305445,1.154702013,0.1661,0.173244415,0.007144415,0.007144415,5.10426656922e-05,0.0430127332932,0.216257148293,0.18038883
